color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#03fc5a,331.260415,0.040000,13.250417
#15d445,91.706190,0.040000,3.668248
#365187,874.812447,0.040000,34.992498
#374a29,376.424355,0.040000,15.056974
#47964c,540.423512,0.040000,21.616940
#6c1273,108.118401,0.040000,4.324736
#75a832,489.992242,0.040000,19.599690
#85150b,165.318266,0.040000,6.612731
#86a863,20.474279,0.040000,0.818971
#8a4334,417.901164,0.040000,16.716047
#a178ad,336.300051,0.040000,13.452002
#a85e32,587.167651,0.040000,23.486706
#b1d415,121.754259,0.040000,4.870170
#b452ff,145.678867,0.040000,5.827155
#c9fa5f,254.185866,0.040000,10.167435
#ce24d4,488.293641,0.040000,19.531746
#d41515,83.953955,0.040000,3.358158
#ed755c,324.531287,0.040000,12.981251
#f0ed97,550.788160,0.040000,22.031526
#f5b942,12.108787,0.040000,0.484351
#fcbf79,282.205937,0.040000,11.288237
