color_hex,total_blob_count,total_perimeter_um,total_area_um2
#03fc5a,797,2007.465178,80.298607
#15d445,169,445.338264,17.813531
#365187,1433,4215.104391,168.604176
#374a29,1102,2469.132230,98.765289
#47964c,1074,2975.257478,119.010299
#6c1273,387,732.713062,29.308522
#75a832,1159,3003.271775,120.130871
#85150b,274,864.412382,34.576495
#86a863,147,212.117015,8.484681
#8a4334,1018,2481.874030,99.274961
#a178ad,782,1884.148380,75.365935
#a85e32,916,2933.392793,117.335712
#b1d415,302,721.320613,28.852825
#b452ff,435,1022.267549,40.890702
#c9fa5f,888,1774.623693,70.984948
#ce24d4,938,2506.716114,100.268645
#d41515,260,546.963692,21.878548
#ed755c,640,1846.591166,73.863647
#f0ed97,1144,3076.772593,123.070904
#f5b942,123,147.609906,5.904396
#fcbf79,579,1595.205801,63.808232
