color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#03fc5a,1050.677517,0.040000,42.027101
#291cc3,74.752066,0.040000,2.990083
#362312,667.323663,0.040000,26.692947
#39a389,187.240681,0.040000,7.489627
#412c96,308.465171,0.040000,12.338607
#7115ca,130.695058,0.040000,5.227802
#85150b,1179.930511,0.040000,47.197220
#87ab52,424.091415,0.040000,16.963657
#8f6a4b,285.774667,0.040000,11.430987
#962c65,372.952774,0.040000,14.918111
#963521,337.872660,0.040000,13.514906
#a7e8c4,226.873166,0.040000,9.074927
#b5c5eb,267.158374,0.040000,10.686335
#b5eda8,32.256704,0.040000,1.290268
#ba3f46,108.141171,0.040000,4.325647
#c3f4dd,119.405971,0.040000,4.776239
#c8ddc4,811.123292,0.040000,32.444932
#d4f051,88.732501,0.040000,3.549300
#f5333d,1163.487941,0.040000,46.539518
