color_hex,total_blob_count,total_perimeter_um,total_area_um2
#030b9e,376,1011.927284,40.477091
#157d0b,273,580.283138,23.211326
#377e94,345,997.036263,39.881451
#4a7840,202,387.541549,15.501662
#74b59b,406,908.219114,36.328765
#75aaff,138,297.472651,11.898906
#8f82c4,749,2108.633546,84.345342
#96d4ba,1085,2469.271015,98.770841
#9e033c,413,847.888461,33.915538
#a2aee8,770,1907.937576,76.317503
#a8329d,1740,4596.912413,183.876497
#a9ebc4,326,835.354833,33.414193
#aeeff2,672,1783.010224,71.320409
#b36994,225,514.911051,20.596442
#b54136,622,1542.522546,61.700902
#b5748e,486,1117.354328,44.694173
#b57a36,914,1908.088325,76.323533
#cacc5e,580,997.725051,39.909002
#cc1f00,751,1785.320093,71.412804
#f06e8a,513,1489.916395,59.596656
