color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#030b9e,157.996136,0.040000,6.319845
#157d0b,82.436783,0.040000,3.297471
#377e94,174.448497,0.040000,6.977940
#4a7840,41.350441,0.040000,1.654018
#74b59b,129.898442,0.040000,5.195938
#75aaff,36.060862,0.040000,1.442434
#8f82c4,421.967516,0.040000,16.878701
#96d4ba,350.919575,0.040000,14.036783
#9e033c,119.254076,0.040000,4.770163
#a2aee8,278.851105,0.040000,11.154044
#a8329d,858.949523,0.040000,34.357981
#a9ebc4,131.649318,0.040000,5.265973
#aeeff2,303.097090,0.040000,12.123884
#b36994,101.037797,0.040000,4.041512
#b54136,254.092139,0.040000,10.163686
#b5748e,178.919696,0.040000,7.156788
#b57a36,262.969327,0.040000,10.518773
#cacc5e,103.622268,0.040000,4.144891
#cc1f00,269.693515,0.040000,10.787741
#f06e8a,299.615988,0.040000,11.984640
