color_hex,total_volume_um3,total_area_um2,surface_area_to_volume_um_inv
#a8329d,34.357981,183.876497,5.351784
#8f82c4,16.878701,84.345342,4.997147
#96d4ba,14.036783,98.770841,7.036572
#aeeff2,12.123884,71.320409,5.882637
#f06e8a,11.984640,59.596656,4.972753
#a2aee8,11.154044,76.317503,6.842138
#cc1f00,10.787741,71.412804,6.619811
#b57a36,10.518773,76.323533,7.255935
#b54136,10.163686,61.700902,6.070721
#b5748e,7.156788,44.694173,6.245004
#377e94,6.977940,39.881451,5.715362
#030b9e,6.319845,40.477091,6.404760
#a9ebc4,5.265973,33.414193,6.345303
#74b59b,5.195938,36.328765,6.991763
#9e033c,4.770163,33.915538,7.109933
#cacc5e,4.144891,39.909002,9.628480
#b36994,4.041512,20.596442,5.096222
#157d0b,3.297471,23.211326,7.039130
#4a7840,1.654018,15.501662,9.372124
#75aaff,1.442434,11.898906,8.249186
