color_hex,total_volume_um3,total_area_um2,surface_area_to_volume_um_inv
#a8329d,27.169890,161.603043,5.947873
#8f82c4,20.687279,84.435906,4.081538
#96d4ba,13.947708,96.409266,6.912194
#aeeff2,12.379653,73.023064,5.898636
#a2aee8,11.095335,75.329874,6.789328
#030b9e,11.070683,58.818043,5.312955
#b54136,10.662290,62.600958,5.871249
#b57a36,8.943471,63.861271,7.140547
#cc1f00,8.362941,55.821539,6.674869
#b5748e,7.618472,46.391311,6.089320
#377e94,6.884385,38.814191,5.638004
#f06e8a,6.724756,38.578501,5.736788
#a9ebc4,5.716890,34.214295,5.984774
#74b59b,5.222945,36.172303,6.925653
#9e033c,5.203090,35.443951,6.812096
#cacc5e,4.035412,38.673498,9.583531
#b36994,3.648028,18.502529,5.071926
#157d0b,3.332778,22.320000,6.697116
#75aaff,3.270238,22.370680,6.840689
#4a7840,1.655794,15.268613,9.221324
