color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#030b9e,276.767077,0.040000,11.070683
#157d0b,83.319447,0.040000,3.332778
#377e94,172.109631,0.040000,6.884385
#4a7840,41.394839,0.040000,1.655794
#74b59b,130.573621,0.040000,5.222945
#75aaff,81.755945,0.040000,3.270238
#8f82c4,517.181987,0.040000,20.687279
#96d4ba,348.692697,0.040000,13.947708
#9e033c,130.077247,0.040000,5.203090
#a2aee8,277.383370,0.040000,11.095335
#a8329d,679.247259,0.040000,27.169890
#a9ebc4,142.922247,0.040000,5.716890
#aeeff2,309.491314,0.040000,12.379653
#b36994,91.200708,0.040000,3.648028
#b54136,266.557261,0.040000,10.662290
#b5748e,190.461798,0.040000,7.618472
#b57a36,223.586777,0.040000,8.943471
#cacc5e,100.885309,0.040000,4.035412
#cc1f00,209.073537,0.040000,8.362941
#f06e8a,168.118907,0.040000,6.724756
