color_hex,total_volume_um3,total_area_um2,surface_area_to_volume_um_inv
#c8ddc4,64.802803,349.356385,5.391069
#85150b,59.093228,309.599091,5.239164
#03fc5a,58.124647,328.045564,5.643829
#f5333d,58.051775,296.606878,5.109351
#362312,51.412073,220.795952,4.294632
#b5c5eb,20.791887,136.003795,6.541195
#a7e8c4,20.646031,116.597497,5.647453
#412c96,20.440308,108.786462,5.322154
#87ab52,18.225504,132.477083,7.268775
#39a389,17.030909,104.729061,6.149352
#962c65,15.432042,87.567822,5.674416
#963521,14.257738,77.089984,5.406887
#8f6a4b,11.407939,73.797420,6.468953
#291cc3,8.905291,68.718059,7.716543
#7115ca,8.714983,60.983733,6.997573
#ba3f46,7.542529,62.471596,8.282579
#c3f4dd,7.496284,56.401067,7.523870
#d4f051,5.720674,38.361195,6.705712
#b5eda8,2.011715,16.917290,8.409387
