slice_file,color_hex,blob_count,perimeter_px,perimeter_um,slice_area_um2,slice_thickness_um
z_0001_345.000000.png,#00ffff,1,31.556349,1.314848,0.059168,0.045000
z_0001_345.000000.png,#32cd32,1,92.325902,3.846913,0.173111,0.045000
z_0001_345.000000.png,#4363d8,4,261.722871,10.905120,0.490730,0.045000
z_0001_345.000000.png,#822072,1,215.521861,8.980078,0.404103,0.045000
z_0001_345.000000.png,#ff00ff,1,28.970563,1.207107,0.054320,0.045000
z_0002_346.008264.png,#00ffff,1,28.727922,1.196997,0.053865,0.045000
z_0002_346.008264.png,#32cd32,1,93.740115,3.905838,0.175763,0.045000
z_0002_346.008264.png,#4363d8,3,239.237590,9.968233,0.448570,0.045000
z_0002_346.008264.png,#822072,1,225.563492,9.398479,0.422932,0.045000
z_0002_346.008264.png,#ff00ff,1,28.384776,1.182699,0.053221,0.045000
z_0003_347.016529.png,#00ffff,1,28.727922,1.196997,0.053865,0.045000
z_0003_347.016529.png,#32cd32,1,94.325902,3.930246,0.176861,0.045000
z_0003_347.016529.png,#4363d8,3,239.237590,9.968233,0.448570,0.045000
z_0003_347.016529.png,#822072,1,225.563492,9.398479,0.422932,0.045000
z_0003_347.016529.png,#ff00ff,1,28.384776,1.182699,0.053221,0.045000
z_0004_348.024793.png,#00ffff,1,28.384776,1.182699,0.053221,0.045000
z_0004_348.024793.png,#32cd32,1,95.740115,3.989171,0.179513,0.045000
z_0004_348.024793.png,#4363d8,3,237.823376,9.909307,0.445919,0.045000
z_0004_348.024793.png,#822072,1,226.735065,9.447294,0.425128,0.045000
z_0004_348.024793.png,#ff00ff,1,30.970563,1.290440,0.058070,0.045000
z_0005_349.033058.png,#00ffff,1,26.727922,1.113663,0.050115,0.045000
z_0005_349.033058.png,#32cd32,1,96.669048,4.027877,0.181254,0.045000
z_0005_349.033058.png,#4363d8,3,240.166522,10.006938,0.450312,0.045000
z_0005_349.033058.png,#822072,2,218.492424,9.103851,0.409673,0.045000
z_0005_349.033058.png,#ff00ff,1,33.556349,1.398181,0.062918,0.045000
z_0006_350.041322.png,#00ffff,1,26.727922,1.113663,0.050115,0.045000
z_0006_350.041322.png,#32cd32,1,98.911688,4.121320,0.185459,0.045000
z_0006_350.041322.png,#4363d8,4,246.651804,10.277158,0.462472,0.045000
z_0006_350.041322.png,#822072,2,208.492424,8.687184,0.390923,0.045000
z_0006_350.041322.png,#ff00ff,1,35.556349,1.481515,0.066668,0.045000
z_0007_351.049587.png,#00ffff,1,2.828427,0.117851,0.005303,0.045000
z_0007_351.049587.png,#4363d8,2,242.793939,10.116414,0.455239,0.045000
z_0007_351.049587.png,#ff00ff,1,30.142136,1.255922,0.056517,0.045000
z_0008_352.057851.png,#00ffff,1,22.485281,0.936887,0.042160,0.045000
z_0008_352.057851.png,#32cd32,1,100.669048,4.194544,0.188754,0.045000
z_0008_352.057851.png,#4363d8,3,248.651804,10.360492,0.466222,0.045000
z_0008_352.057851.png,#822072,3,192.651804,8.027158,0.361222,0.045000
z_0008_352.057851.png,#f58231,2,77.355339,3.223139,0.145041,0.045000
z_0008_352.057851.png,#ff00ff,1,52.041631,2.168401,0.097578,0.045000
z_0009_353.066116.png,#00ffff,1,23.899495,0.995812,0.044812,0.045000
z_0009_353.066116.png,#32cd32,1,104.669048,4.361210,0.196254,0.045000
z_0009_353.066116.png,#4363d8,3,232.166522,9.673605,0.435312,0.045000
z_0009_353.066116.png,#822072,4,236.007143,9.833631,0.442513,0.045000
z_0009_353.066116.png,#f58231,2,72.526912,3.021955,0.135988,0.045000
z_0009_353.066116.png,#ff00ff,1,57.698485,2.404104,0.108185,0.045000
z_0010_354.074380.png,#00ffff,2,45.213203,1.883883,0.084775,0.045000
z_0010_354.074380.png,#32cd32,1,105.254834,4.385618,0.197353,0.045000
z_0010_354.074380.png,#4363d8,3,231.823376,9.659307,0.434669,0.045000
z_0010_354.074380.png,#822072,4,282.149278,11.756220,0.529030,0.045000
z_0010_354.074380.png,#f58231,2,71.698485,2.987437,0.134435,0.045000
z_0010_354.074380.png,#ff00ff,1,56.284271,2.345178,0.105533,0.045000
z_0011_355.082645.png,#00ffff,2,63.112698,2.629696,0.118336,0.045000
z_0011_355.082645.png,#32cd32,2,122.568542,5.107023,0.229816,0.045000
z_0011_355.082645.png,#4363d8,3,223.580736,9.315864,0.419214,0.045000
z_0011_355.082645.png,#822072,4,312.676190,13.028175,0.586268,0.045000
z_0011_355.082645.png,#f58231,2,77.355339,3.223139,0.145041,0.045000
z_0011_355.082645.png,#ff00ff,1,62.526912,2.605288,0.117238,0.045000
z_0012_356.090909.png,#00ffff,2,70.769553,2.948731,0.132693,0.045000
z_0012_356.090909.png,#32cd32,2,158.267027,6.594459,0.296751,0.045000
z_0012_356.090909.png,#4363d8,4,217.923882,9.080162,0.408607,0.045000
z_0012_356.090909.png,#822072,2,331.646753,13.818615,0.621838,0.045000
z_0012_356.090909.png,#f58231,2,83.840620,3.493359,0.157201,0.045000
z_0012_356.090909.png,#ff00ff,1,67.597980,2.816582,0.126746,0.045000
z_0013_357.099174.png,#00ffff,2,77.597980,3.233249,0.145496,0.045000
z_0013_357.099174.png,#32cd32,1,168.752309,7.031346,0.316411,0.045000
z_0013_357.099174.png,#4363d8,3,167.296465,6.970686,0.313681,0.045000
z_0013_357.099174.png,#822072,2,335.889394,13.995391,0.629793,0.045000
z_0013_357.099174.png,#f58231,2,86.769553,3.615398,0.162693,0.045000
z_0013_357.099174.png,#ff00ff,2,124.811183,5.200466,0.234021,0.045000
z_0014_358.107438.png,#00ffff,2,81.597980,3.399916,0.152996,0.045000
z_0014_358.107438.png,#32cd32,1,178.066017,7.419417,0.333874,0.045000
z_0014_358.107438.png,#4363d8,3,194.024387,8.084349,0.363796,0.045000
z_0014_358.107438.png,#822072,4,357.788889,14.907870,0.670854,0.045000
z_0014_358.107438.png,#f58231,2,90.769553,3.782065,0.170193,0.045000
z_0014_358.107438.png,#ff00ff,4,223.036580,9.293191,0.418194,0.045000
z_0015_359.115702.png,#00ffff,2,87.597980,3.649916,0.164246,0.045000
z_0015_359.115702.png,#32cd32,2,191.823376,7.992641,0.359669,0.045000
z_0015_359.115702.png,#4363d8,3,210.894444,8.787269,0.395427,0.045000
z_0015_359.115702.png,#822072,3,372.516811,15.521534,0.698469,0.045000
z_0015_359.115702.png,#f58231,2,97.840620,4.076693,0.183451,0.045000
z_0015_359.115702.png,#ff00ff,3,251.865007,10.494375,0.472247,0.045000
z_0016_360.123967.png,#00ffff,2,81.355339,3.389806,0.152541,0.045000
z_0016_360.123967.png,#20b2aa,1,10.242641,0.426777,0.019205,0.045000
z_0016_360.123967.png,#32cd32,3,223.036580,9.293191,0.418194,0.045000
z_0016_360.123967.png,#4363d8,2,165.053824,6.877243,0.309476,0.045000
z_0016_360.123967.png,#822072,3,369.102597,15.379275,0.692067,0.045000
z_0016_360.123967.png,#f58231,2,111.396970,4.641540,0.208869,0.045000
z_0016_360.123967.png,#ff00ff,3,268.208153,11.175340,0.502890,0.045000
z_0017_361.132231.png,#00ffff,2,84.769553,3.532065,0.158943,0.045000
