color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#0ca76a,402.143194,0.040000,16.085728
#0f0a80,306.021251,0.040000,12.240850
#13ca98,227.796087,0.040000,9.111843
#1ab153,472.816495,0.040000,18.912660
#1fa2b1,497.116040,0.040000,19.884642
#3afc69,148.244223,0.040000,5.929769
#53281f,119.158543,0.040000,4.766342
#588255,153.567718,0.040000,6.142709
#5ba53b,161.028504,0.040000,6.441140
#5f41ec,74.891719,0.040000,2.995669
#64735a,115.708214,0.040000,4.628329
#665346,54.847023,0.040000,2.193881
#6ce2d1,40.399055,0.040000,1.615962
#70ad51,337.459774,0.040000,13.498391
#74bd9a,197.312363,0.040000,7.892495
#82a6de,87.343566,0.040000,3.493743
#946c15,118.369202,0.040000,4.734768
#983986,140.164109,0.040000,5.606564
#a17b6e,148.151628,0.040000,5.926065
#a8d11c,189.320290,0.040000,7.572812
#b6384c,914.321977,0.040000,36.572879
#b6f82c,81.077416,0.040000,3.243097
#d6c90f,167.016866,0.040000,6.680675
#e89f84,92.082645,0.040000,3.683306
#f05486,148.465846,0.040000,5.938634
#fea3e5,65.958509,0.040000,2.638340
