color_hex,total_volume_um3,total_area_um2,surface_area_to_volume_um_inv
#ce24d4,44.058828,126.215600,2.864706
#a85e32,38.258888,182.496257,4.770036
#f0ed97,33.131457,148.468011,4.481180
#ed755c,29.981457,165.138958,5.508036
#93a0c7,29.453129,126.818069,4.305759
#374a29,24.087180,106.311963,4.413633
#b1d415,22.731987,118.970182,5.233602
#47964c,20.263331,91.701413,4.525486
#45818e,14.377781,106.186954,7.385490
#fcbf79,10.332974,58.929729,5.703075
#c9fa5f,9.472112,69.635697,7.351655
#15d445,9.068102,42.582146,4.695817
#d41515,8.543522,42.945867,5.026717
#e8d9ff,6.990714,43.259194,6.188094
#630024,6.697049,41.995498,6.270747
#afeda4,5.792820,39.584371,6.833351
#b6b0a8,5.517091,43.778015,7.934981
#158a8a,4.226948,33.599231,7.948816
#4cd4bb,2.627936,14.782675,5.625204
#85b066,1.589536,16.371143,10.299322
#fcba03,0.907763,8.757831,9.647707
