color_hex,total_blob_count,total_perimeter_um,total_area_um2
#158a8a,407,839.980783,33.599231
#15d445,272,1064.553645,42.582146
#374a29,790,2657.799087,106.311963
#45818e,1177,2654.673845,106.186954
#47964c,615,2292.535330,91.701413
#4cd4bb,172,369.566880,14.782675
#630024,438,1049.887450,41.995498
#85b066,281,409.278571,16.371143
#93a0c7,1040,3170.451735,126.818069
#a85e32,1434,4562.406425,182.496257
#afeda4,467,989.609278,39.584371
#b1d415,1026,2974.254543,118.970182
#b6b0a8,510,1094.450364,43.778015
#c9fa5f,859,1740.892426,69.635697
#ce24d4,646,3155.390002,126.215600
#d41515,315,1073.646679,42.945867
#e8d9ff,391,1081.479840,43.259194
#ed755c,1523,4128.473949,165.138958
#f0ed97,1168,3711.700285,148.468011
#fcba03,133,218.945763,8.757831
#fcbf79,537,1473.243218,58.929729
