slice_file,color_hex,blob_count,perimeter_px,perimeter_um,slice_area_um2,slice_thickness_um
z_0001_449.000000.png,#008000,3,191.681241,5.251541,0.236319,0.045000
z_0001_449.000000.png,#1f618d,1,137.539105,3.768195,0.169569,0.045000
z_0001_449.000000.png,#5dade2,2,282.107648,7.728977,0.347804,0.045000
z_0001_449.000000.png,#7d6608,1,141.882251,3.887185,0.174923,0.045000
z_0001_449.000000.png,#aed6f1,2,5.656854,0.154982,0.006974,0.045000
z_0002_450.011583.png,#008000,3,219.338095,6.009263,0.270417,0.045000
z_0002_450.011583.png,#1f618d,1,142.124892,3.893833,0.175222,0.045000
z_0002_450.011583.png,#5dade2,2,287.663997,7.881205,0.354654,0.045000
z_0002_450.011583.png,#7d6608,1,144.124892,3.948627,0.177688,0.045000
z_0002_450.011583.png,#aed6f1,1,2.828427,0.077491,0.003487,0.045000
z_0003_451.023166.png,#008000,2,102.083261,2.796802,0.125856,0.045000
z_0003_451.023166.png,#1f618d,1,140.367532,3.845686,0.173056,0.045000
z_0003_451.023166.png,#5dade2,2,285.663997,7.826411,0.352188,0.045000
z_0003_451.023166.png,#7d6608,1,145.053824,3.974077,0.178833,0.045000
z_0004_452.034749.png,#008000,2,98.083261,2.687213,0.120925,0.045000
z_0004_452.034749.png,#1f618d,1,139.539105,3.822989,0.172035,0.045000
z_0004_452.034749.png,#5dade2,2,284.007143,7.781018,0.350146,0.045000
z_0004_452.034749.png,#7d6608,1,139.982756,3.835144,0.172581,0.045000
z_0004_452.034749.png,#aed6f1,1,2.828427,0.077491,0.003487,0.045000
z_0005_453.046332.png,#008000,2,90.426407,2.477436,0.111485,0.045000
z_0005_453.046332.png,#1f618d,1,140.953319,3.861735,0.173778,0.045000
z_0005_453.046332.png,#5dade2,2,285.521861,7.822517,0.352013,0.045000
z_0005_453.046332.png,#7d6608,1,139.882251,3.832390,0.172458,0.045000
z_0005_453.046332.png,#aed6f1,1,2.828427,0.077491,0.003487,0.045000
z_0006_454.057915.png,#008000,2,84.183766,2.306405,0.103788,0.045000
z_0006_454.057915.png,#1f618d,1,142.124892,3.893833,0.175222,0.045000
z_0006_454.057915.png,#5dade2,2,277.764502,7.609986,0.342449,0.045000
z_0006_454.057915.png,#7d6608,1,141.882251,3.887185,0.174923,0.045000
z_0006_454.057915.png,#aed6f1,1,2.828427,0.077491,0.003487,0.045000
z_0007_455.069498.png,#008000,2,83.840620,2.297003,0.103365,0.045000
z_0007_455.069498.png,#1f618d,1,144.225397,3.951381,0.177812,0.045000
z_0007_455.069498.png,#5dade2,2,269.036580,7.370865,0.331689,0.045000
z_0007_455.069498.png,#7d6608,1,146.024387,4.000668,0.180030,0.045000
z_0007_455.069498.png,#aed6f1,1,2.828427,0.077491,0.003487,0.045000
z_0008_456.081081.png,#008000,2,81.597980,2.235561,0.100600,0.045000
z_0008_456.081081.png,#1f618d,1,145.053824,3.974077,0.178833,0.045000
z_0008_456.081081.png,#5dade2,2,262.793939,7.199834,0.323993,0.045000
z_0008_456.081081.png,#7d6608,1,149.438600,4.094208,0.184239,0.045000
z_0008_456.081081.png,#aed6f1,2,5.656854,0.154982,0.006974,0.045000
z_0009_457.092664.png,#008000,2,82.183766,2.251610,0.101322,0.045000
z_0009_457.092664.png,#1f618d,1,145.053824,3.974077,0.178833,0.045000
z_0009_457.092664.png,#5dade2,2,262.208153,7.183785,0.323270,0.045000
z_0009_457.092664.png,#7d6608,1,148.852814,4.078159,0.183517,0.045000
z_0009_457.092664.png,#aed6f1,1,2.828427,0.077491,0.003487,0.045000
z_0010_458.104247.png,#008000,4,195.923882,5.367778,0.241550,0.045000
z_0010_458.104247.png,#1f618d,2,186.852814,5.119255,0.230366,0.045000
z_0010_458.104247.png,#5dade2,2,259.178716,7.100787,0.319535,0.045000
z_0010_458.104247.png,#7d6608,1,157.195959,4.306739,0.193803,0.045000
z_0011_459.115830.png,#008000,4,252.066017,6.905918,0.310766,0.045000
z_0011_459.115830.png,#1f618d,2,192.852814,5.283639,0.237764,0.045000
z_0011_459.115830.png,#5dade2,3,258.835570,7.091385,0.319112,0.045000
z_0011_459.115830.png,#7d6608,1,159.438600,4.368181,0.196568,0.045000
z_0011_459.115830.png,#aed6f1,1,2.828427,0.077491,0.003487,0.045000
z_0012_460.127413.png,#008000,6,322.450793,8.834268,0.397542,0.045000
z_0012_460.127413.png,#1f618d,2,203.095454,5.564259,0.250392,0.045000
z_0012_460.127413.png,#5dade2,4,221.237590,6.061304,0.272759,0.045000
z_0012_460.127413.png,#7d6608,1,156.710678,4.293443,0.193205,0.045000
z_0012_460.127413.png,#aed6f1,1,2.828427,0.077491,0.003487,0.045000
z_0013_461.138996.png,#008000,6,387.320851,10.611530,0.477519,0.045000
z_0013_461.138996.png,#1f618d,2,199.095454,5.454670,0.245460,0.045000
