color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#0e6251,447.615186,0.040000,17.904607
#117a65,319.680139,0.040000,12.787206
#145a32,208.462035,0.040000,8.338481
#154360,204.519886,0.040000,8.180795
#196f3d,253.104081,0.040000,10.124163
#1b4f72,576.350981,0.040000,23.054039
#2e4053,156.868931,0.040000,6.274757
#2ecc71,185.493673,0.040000,7.419747
#3b3b98,174.263430,0.040000,6.970537
#45b39d,223.121901,0.040000,8.924876
#48c9b0,356.283316,0.040000,14.251333
#4a235a,746.143466,0.040000,29.845739
#512e5f,142.006844,0.040000,5.680274
#52be80,338.929494,0.040000,13.557180
#5499c7,406.751420,0.040000,16.270057
#73c6b6,98.626937,0.040000,3.945077
#7b241c,169.632102,0.040000,6.785284
#82e0aa,222.884814,0.040000,8.915393
#85c1e9,285.250258,0.040000,11.410010
#922b21,333.929752,0.040000,13.357190
#9a7d0a,660.915418,0.040000,26.436617
#a2d9ce,9.424199,0.040000,0.376968
#a3e4d7,63.941374,0.040000,2.557655
#a9cce3,157.092071,0.040000,6.283683
#af601a,80.236441,0.040000,3.209458
#af7ac5,180.919292,0.040000,7.236772
#b9770e,101.410382,0.040000,4.056415
#bb8fce,0.052299,0.040000,0.002092
#cb4335,56.349948,0.040000,2.253998
#d2b4de,126.452092,0.040000,5.058084
#d35400,170.245739,0.040000,6.809830
#d68910,70.740186,0.040000,2.829607
#e59866,194.357696,0.040000,7.774308
#e74c3c,187.533316,0.040000,7.501333
#edbb99,376.299716,0.040000,15.051989
#f1948a,134.186467,0.040000,5.367459
#f58231,332.167872,0.040000,13.286715
#f7dc6f,36.632231,0.040000,1.465289
#f8c471,179.522340,0.040000,7.180894
#fad7a0,272.568440,0.040000,10.902738
