color_hex,total_blob_count,total_perimeter_um,total_area_um2
#15d445,1569,5146.073775,205.842951
#3281a8,1048,2332.394343,93.295774
#4cd4bb,677,2296.446491,91.857860
#61d1be,752,1857.414485,74.296579
#630024,519,1807.746203,72.309848
#86bdb0,1053,2761.917832,110.476713
#a1e06e,237,630.896521,25.235861
#afeda4,653,1791.305680,71.652227
#b1d415,1279,3873.603128,154.944125
#bf0d75,478,1097.876635,43.915065
#ce24d4,294,878.285554,35.131422
#d41515,327,1118.148001,44.725920
#f2ec07,89,181.365374,7.254615
