color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#127d93,324.221172,0.045000,14.589953
#322d4f,265.061909,0.045000,11.927786
#46a2a5,689.913162,0.045000,31.046092
#55087e,194.956758,0.045000,8.773054
#618128,176.109286,0.045000,7.924918
#88fe9d,230.909972,0.045000,10.390949
#9d9548,305.840501,0.045000,13.762823
#a46e60,269.645912,0.045000,12.134066
#a6057f,195.302339,0.045000,8.788605
#b1780b,307.811909,0.045000,13.851536
#b79506,253.129253,0.045000,11.390816
#bb4d92,562.408554,0.045000,25.308385
#cc78e7,564.032254,0.045000,25.381451
#d10402,1410.876536,0.045000,63.489444
#d4194e,598.783908,0.045000,26.945276
