color_hex,total_blob_count,total_perimeter_um,total_area_um2
#076011,12,66.816411,2.672656
#319dc2,3,12.762886,0.510515
#5465b8,19,68.365121,2.734605
#5a0007,4,15.230604,0.609224
#70dc4a,39,211.057432,8.442297
#780ef7,11,43.816144,1.752646
#990099,2,13.299837,0.531993
#a1bfd9,8,65.355470,2.614219
#a6d986,50,237.588916,9.503557
#c5e8ff,16,80.515312,3.220612
#c5ffc8,3,7.635020,0.305401
#cc9966,48,199.507401,7.980296
#dc674a,11,56.413060,2.256522
#dcd84a,10,42.660682,1.706427
#de9c9e,8,50.582945,2.023318
#e3c5ff,4,19.705389,0.788216
#e92923,17,131.218303,5.248732
#f70e98,22,97.188621,3.887545
#f7510e,18,93.894693,3.755788
#fcba03,16,58.570433,2.342817
