color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#15d445,742.183524,0.045000,33.398259
#3281a8,522.031150,0.045000,23.491402
#4cd4bb,342.859073,0.045000,15.428658
#61d1be,594.763746,0.045000,26.764369
#630024,471.281666,0.045000,21.207675
#86bdb0,542.921374,0.045000,24.431462
#a1e06e,88.967536,0.045000,4.003539
#afeda4,176.176393,0.045000,7.927938
#b1d415,712.274723,0.045000,32.052363
#bf0d75,79.939951,0.045000,3.597298
#ce24d4,131.684744,0.045000,5.925813
#d41515,239.217865,0.045000,10.764804
#f2ec07,52.237943,0.045000,2.350707
