color_hex,total_blob_count,total_perimeter_um,total_area_um2
#15d445,1448,4190.448002,188.570160
#3281a8,1367,3240.166362,145.807486
#4cd4bb,586,1900.206018,85.509271
#61d1be,686,2163.252718,97.346372
#630024,490,1933.769371,87.019622
#86bdb0,1125,3141.346548,141.360595
#a1e06e,223,597.656589,26.894547
#afeda4,596,1269.122801,57.110526
#b1d415,1554,4354.068779,195.933095
#bf0d75,398,732.826741,32.977203
#ce24d4,232,727.506766,32.737804
#d41515,516,1461.831842,65.782433
#f2ec07,136,329.171727,14.812728
