color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#1abc9c,169.894757,0.040000,6.795790
#1f618d,902.784607,0.040000,36.111384
#58d68d,89.273631,0.040000,3.570945
#5d6d7e,257.122934,0.040000,10.284917
#5dade2,226.893208,0.040000,9.075728
#6c3483,291.455191,0.040000,11.658208
#76d7c4,78.619835,0.040000,3.144793
#7d6608,405.837939,0.040000,16.233518
#7e5109,367.567020,0.040000,14.702681
#aed6f1,90.141787,0.040000,3.605671
#d7bde2,318.235537,0.040000,12.729421
#eb984e,174.004261,0.040000,6.960170
#f4d03f,78.265367,0.040000,3.130615
#f5b041,268.580966,0.040000,10.743239
#f9e79f,323.945377,0.040000,12.957815
