color_hex,total_blob_count,total_perimeter_um,total_area_um2
#03fc5a,1991,5197.441667,207.897667
#3184de,748,1767.332407,70.693296
#34ebb1,537,1349.350331,53.974013
#39a389,1000,2211.878427,88.475137
#412c96,246,563.229041,22.529162
#756e50,1108,3259.886050,130.395442
#7a78ff,1347,3287.984295,131.519372
#85150b,1051,3081.681569,123.267263
#87ab52,776,1785.377198,71.415088
#8a4334,61,99.756412,3.990256
#912773,1160,2221.424519,88.856981
#93a0c7,736,2009.781572,80.391263
#962c65,196,477.305894,19.092236
#963521,1039,3138.322348,125.532894
#a11033,424,872.011651,34.880466
#a178ad,2837,7530.410351,301.216414
#a7e8c4,481,1194.951126,47.798045
#b5c5eb,1534,4441.182414,177.647297
#b5eda8,1459,3495.206933,139.808277
#f0ed97,627,1667.294779,66.691791
#fcbf79,1490,3602.899045,144.115962
