color_hex,total_volume_um3,total_area_um2,surface_area_to_volume_um_inv
#a178ad,57.329013,301.216414,5.254171
#03fc5a,41.151722,207.897667,5.051980
#b5c5eb,34.808703,177.647297,5.103531
#756e50,31.905205,130.395442,4.086965
#fcbf79,27.435170,144.115962,5.252964
#963521,26.893378,125.532894,4.667799
#85150b,26.440722,123.267263,4.662023
#b5eda8,24.310899,139.808277,5.750848
#7a78ff,23.799892,131.519372,5.526049
#39a389,14.543053,88.475137,6.083670
#93a0c7,14.366301,80.391263,5.595822
#87ab52,12.237450,71.415088,5.835782
#f0ed97,11.026237,66.691791,6.048463
#912773,10.812447,88.856981,8.218027
#3184de,10.765755,70.693296,6.566497
#a7e8c4,9.157929,47.798045,5.219307
#34ebb1,7.881626,53.974013,6.848081
#a11033,4.565606,34.880466,7.639833
#412c96,3.790535,22.529162,5.943531
#962c65,2.765242,19.092236,6.904364
#8a4334,0.412157,3.990256,9.681398
