color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#03fc5a,1028.793051,0.040000,41.151722
#3184de,269.143869,0.040000,10.765755
#34ebb1,197.040648,0.040000,7.881626
#39a389,363.576320,0.040000,14.543053
#412c96,94.763367,0.040000,3.790535
#756e50,797.630123,0.040000,31.905205
#7a78ff,594.997301,0.040000,23.799892
#85150b,661.018047,0.040000,26.440722
#87ab52,305.936246,0.040000,12.237450
#8a4334,10.303930,0.040000,0.412157
#912773,270.311182,0.040000,10.812447
#93a0c7,359.157531,0.040000,14.366301
#962c65,69.131051,0.040000,2.765242
#963521,672.334458,0.040000,26.893378
#a11033,114.140159,0.040000,4.565606
#a178ad,1433.225333,0.040000,57.329013
#a7e8c4,228.948221,0.040000,9.157929
#b5c5eb,870.217575,0.040000,34.808703
#b5eda8,607.772474,0.040000,24.310899
#f0ed97,275.655928,0.040000,11.026237
#fcbf79,685.879238,0.040000,27.435170
