color_hex,total_blob_count,total_perimeter_um,total_area_um2
#03fc5a,2424,6886.890933,309.910092
#3184de,963,2067.405199,93.033234
#34ebb1,538,1183.804591,53.271207
#39a389,1237,3394.316242,152.744231
#412c96,277,624.876521,28.119443
#756e50,1364,3592.578972,161.666054
#7a78ff,1408,3373.029094,151.786309
#85150b,1189,3322.317815,149.504302
#87ab52,737,1442.886174,64.929878
#8a4334,408,1190.776750,53.584954
#912773,1174,2386.450701,107.390282
#93a0c7,701,1804.248181,81.191168
#962c65,384,759.900756,34.195534
#963521,1146,3566.896695,160.510351
#a11033,392,698.920580,31.451426
#a178ad,3240,8834.977262,397.573977
#a7e8c4,702,2232.500047,100.462502
#b5c5eb,1463,3657.353680,164.580916
#b5eda8,1611,3755.426751,168.994204
#f0ed97,798,1898.014483,85.410652
#fbff00,73,110.643776,4.978970
#fcbf79,1582,3619.844462,162.893001
