color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#03fc5a,1399.767197,0.045000,62.989524
#3184de,292.209135,0.045000,13.149411
#34ebb1,156.166505,0.045000,7.027493
#39a389,783.615363,0.045000,35.262691
#412c96,105.795156,0.045000,4.760782
#756e50,708.584637,0.045000,31.886309
#7a78ff,571.570381,0.045000,25.720667
#85150b,676.225744,0.045000,30.430158
#87ab52,189.224221,0.045000,8.515090
#8a4334,234.082215,0.045000,10.533700
#912773,326.085260,0.045000,14.673837
#93a0c7,304.334533,0.045000,13.695054
#962c65,103.039723,0.045000,4.636788
#963521,764.540346,0.045000,34.404316
#a11033,82.093702,0.045000,3.694217
#a178ad,1654.132734,0.045000,74.435973
#a7e8c4,424.649273,0.045000,19.109217
#b5c5eb,626.209412,0.045000,28.179424
#b5eda8,613.497301,0.045000,27.607379
#f0ed97,281.866298,0.045000,12.683983
#fbff00,11.041661,0.045000,0.496875
#fcbf79,631.502284,0.045000,28.417603
