color_hex,total_blob_count,total_perimeter_um,total_area_um2
#15d445,964,2654.481938,106.179278
#1a2496,477,1380.344534,55.213781
#1b9aaa,598,1190.520934,47.620837
#3281a8,549,1189.812134,47.592485
#374a29,1261,2639.030667,105.561227
#47964c,928,2050.495528,82.019821
#4cd4bb,898,2168.593230,86.743729
#4f736e,1156,2555.005687,102.200227
#630024,684,1925.526821,77.021073
#756e50,427,936.953708,37.478148
#8a4334,651,1210.463600,48.418544
#afeda4,262,492.035247,19.681410
#b1d415,920,2148.610943,85.944438
#bf0d75,258,539.466820,21.578673
#c73e1d,119,165.972071,6.638883
#ce24d4,1286,3202.862656,128.114506
#e8d9ff,1027,2067.336556,82.693462
#ed755c,1118,2185.115831,87.404633
#f5c4c4,651,964.100786,38.564031
#ff7300,607,1113.707056,44.548282
