slice_index,original_filename,processed_filename,z_coordinate
1,bandicam 2026-09-04 05-14-01-560.png,z_0001_480.000000.png,480.000000
2,bandicam 2026-09-04 05-14-10-942.png,z_0002_481.009615.png,481.009615
3,bandicam 2026-09-04 05-14-12-274.png,z_0003_482.019231.png,482.019231
4,bandicam 2026-09-04 05-14-13-536.png,z_0004_483.028846.png,483.028846
5,bandicam 2026-09-04 05-14-14-720.png,z_0005_484.038462.png,484.038462
6,bandicam 2026-09-04 05-14-16-075.png,z_0006_485.048077.png,485.048077
7,bandicam 2026-09-04 05-14-17-353.png,z_0007_486.057692.png,486.057692
8,bandicam 2026-09-04 05-14-18-637.png,z_0008_487.067308.png,487.067308
9,bandicam 2026-09-04 05-14-19-928.png,z_0009_488.076923.png,488.076923
10,bandicam 2026-09-04 05-14-21-159.png,z_0010_489.086538.png,489.086538
11,bandicam 2026-09-04 05-14-22-530.png,z_0011_490.096154.png,490.096154
12,bandicam 2026-09-04 05-14-23-769.png,z_0012_491.105769.png,491.105769
13,bandicam 2026-09-04 05-14-25-016.png,z_0013_492.115385.png,492.115385
14,bandicam 2026-09-04 05-14-26-464.png,z_0014_493.125000.png,493.125000
15,bandicam 2026-09-04 05-14-27-792.png,z_0015_494.134615.png,494.134615
16,bandicam 2026-09-04 05-14-29-137.png,z_0016_495.144231.png,495.144231
17,bandicam 2026-09-04 05-14-30-499.png,z_0017_496.153846.png,496.153846
18,bandicam 2026-09-04 05-14-31-846.png,z_0018_497.163462.png,497.163462
19,bandicam 2026-09-04 05-14-33-303.png,z_0019_498.173077.png,498.173077
20,bandicam 2026-09-04 05-14-34-709.png,z_0020_499.182692.png,499.182692
21,bandicam 2026-09-04 05-14-36-092.png,z_0021_500.192308.png,500.192308
22,bandicam 2026-09-04 05-14-37-455.png,z_0022_501.201923.png,501.201923
23,bandicam 2026-09-04 05-14-38-899.png,z_0023_502.211538.png,502.211538
24,bandicam 2026-09-04 05-14-40-256.png,z_0024_503.221154.png,503.221154
25,bandicam 2026-09-04 05-14-41-707.png,z_0025_504.230769.png,504.230769
26,bandicam 2026-09-04 05-14-43-034.png,z_0026_505.240385.png,505.240385
27,bandicam 2026-09-04 05-14-44-289.png,z_0027_506.250000.png,506.250000
28,bandicam 2026-09-04 05-14-45-510.png,z_0028_507.259615.png,507.259615
29,bandicam 2026-09-04 05-14-46-768.png,z_0029_508.269231.png,508.269231
30,bandicam 2026-09-04 05-14-47-982.png,z_0030_509.278846.png,509.278846
31,bandicam 2026-09-04 05-14-49-234.png,z_0031_510.288462.png,510.288462
32,bandicam 2026-09-04 05-14-50-416.png,z_0032_511.298077.png,511.298077
33,bandicam 2026-09-04 05-14-59-154.png,z_0033_512.307692.png,512.307692
34,bandicam 2026-09-04 05-15-01-079.png,z_0034_513.317308.png,513.317308
35,bandicam 2026-09-04 05-15-02-343.png,z_0035_514.326923.png,514.326923
36,bandicam 2026-09-04 05-15-03-499.png,z_0036_515.336538.png,515.336538
37,bandicam 2026-09-04 05-15-04-602.png,z_0037_516.346154.png,516.346154
38,bandicam 2026-09-04 05-15-05-621.png,z_0038_517.355769.png,517.355769
39,bandicam 2026-09-04 05-15-06-660.png,z_0039_518.365385.png,518.365385
40,bandicam 2026-09-04 05-15-07-722.png,z_0040_519.375000.png,519.375000
41,bandicam 2026-09-04 05-15-08-823.png,z_0041_520.384615.png,520.384615
42,bandicam 2026-09-04 05-15-10-058.png,z_0042_521.394231.png,521.394231
43,bandicam 2026-09-04 05-15-11-112.png,z_0043_522.403846.png,522.403846
44,bandicam 2026-09-04 05-15-12-344.png,z_0044_523.413462.png,523.413462
45,bandicam 2026-09-04 05-15-13-514.png,z_0045_524.423077.png,524.423077
46,bandicam 2026-09-04 05-15-14-687.png,z_0046_525.432692.png,525.432692
47,bandicam 2026-09-04 05-15-16-418.png,z_0047_526.442308.png,526.442308
48,bandicam 2026-09-04 05-15-33-358.png,z_0048_527.451923.png,527.451923
49,bandicam 2026-09-04 05-15-34-552.png,z_0049_528.461538.png,528.461538
50,bandicam 2026-09-04 05-15-35-666.png,z_0050_529.471154.png,529.471154
51,bandicam 2026-09-04 05-15-36-772.png,z_0051_530.480769.png,530.480769
52,bandicam 2026-09-04 05-15-37-796.png,z_0052_531.490385.png,531.490385
53,bandicam 2026-09-04 05-15-39-014.png,z_0053_532.500000.png,532.500000
54,bandicam 2026-09-04 05-15-40-148.png,z_0054_533.509615.png,533.509615
55,bandicam 2026-09-04 05-15-41-258.png,z_0055_534.519231.png,534.519231
56,bandicam 2026-09-04 05-15-42-461.png,z_0056_535.528846.png,535.528846
57,bandicam 2026-09-04 05-15-43-538.png,z_0057_536.538462.png,536.538462
58,bandicam 2026-09-04 05-15-46-315.png,z_0058_537.548077.png,537.548077
59,bandicam 2026-09-04 05-15-48-071.png,z_0059_538.557692.png,538.557692
60,bandicam 2026-09-04 05-15-49-223.png,z_0060_539.567308.png,539.567308
61,bandicam 2026-09-04 05-15-51-473.png,z_0061_540.576923.png,540.576923
62,bandicam 2026-09-04 05-15-52-284.png,z_0062_541.586538.png,541.586538
