slice_file,color_hex,blob_count,perimeter_px,perimeter_um,slice_area_um2,slice_thickness_um
z_0001_480.000000.png,#03fc5a,1,94.426407,3.332697,0.149971,0.045000
z_0001_480.000000.png,#365187,2,244.793939,8.639786,0.388790,0.045000
z_0001_480.000000.png,#374a29,2,90.083261,3.179409,0.143073,0.045000
z_0001_480.000000.png,#47964c,2,182.166522,6.429407,0.289323,0.045000
z_0001_480.000000.png,#75a832,1,47.556349,1.678459,0.075531,0.045000
z_0001_480.000000.png,#8a4334,2,95.154329,3.358388,0.151127,0.045000
z_0001_480.000000.png,#a178ad,5,468.960461,16.551546,0.744820,0.045000
z_0002_481.009615.png,#365187,3,224.551299,7.925340,0.356640,0.045000
z_0002_481.009615.png,#374a29,1,34.384776,1.213580,0.054611,0.045000
z_0002_481.009615.png,#47964c,2,203.237590,7.173091,0.322789,0.045000
z_0002_481.009615.png,#8a4334,2,114.568542,4.043596,0.181962,0.045000
z_0002_481.009615.png,#a178ad,4,554.600072,19.574120,0.880835,0.045000
z_0003_482.019231.png,#365187,3,184.994949,6.529234,0.293816,0.045000
z_0003_482.019231.png,#374a29,2,91.012193,3.212195,0.144549,0.045000
z_0003_482.019231.png,#47964c,2,210.651804,7.434770,0.334565,0.045000
z_0003_482.019231.png,#8a4334,3,164.610173,5.809771,0.261440,0.045000
z_0003_482.019231.png,#a178ad,3,544.256926,19.209068,0.864408,0.045000
z_0004_483.028846.png,#365187,3,166.267027,5.868248,0.264071,0.045000
z_0004_483.028846.png,#374a29,2,95.497475,3.370499,0.151672,0.045000
z_0004_483.028846.png,#47964c,2,220.551299,7.784163,0.350287,0.045000
z_0004_483.028846.png,#75a832,1,38.727922,1.366868,0.061509,0.045000
z_0004_483.028846.png,#8a4334,5,257.622366,9.092554,0.409165,0.045000
z_0004_483.028846.png,#a178ad,3,543.428499,19.179829,0.863092,0.045000
z_0004_483.028846.png,#c9fa5f,1,25.899495,0.914100,0.041134,0.045000
z_0005_484.038462.png,#365187,3,160.752309,5.673611,0.255312,0.045000
z_0005_484.038462.png,#374a29,2,92.669048,3.270672,0.147180,0.045000
z_0005_484.038462.png,#47964c,2,228.308658,8.057953,0.362608,0.045000
z_0005_484.038462.png,#75a832,1,29.556349,1.043165,0.046942,0.045000
z_0005_484.038462.png,#8a4334,5,311.178716,10.982778,0.494225,0.045000
z_0005_484.038462.png,#a178ad,3,546.156421,19.276109,0.867425,0.045000
z_0005_484.038462.png,#b452ff,1,21.071068,0.743685,0.033466,0.045000
z_0005_484.038462.png,#c9fa5f,1,72.769553,2.568337,0.115575,0.045000
z_0006_485.048077.png,#365187,3,140.710678,4.966259,0.223482,0.045000
