color_hex,total_blob_count,total_perimeter_um,total_area_um2
#127d93,559,1779.070674,71.162827
#322d4f,842,1527.954643,61.118186
#46a2a5,874,3117.991798,124.719672
#55087e,471,1583.351174,63.334047
#618128,456,968.050185,38.722007
#88fe9d,296,1008.687743,40.347510
#9d9548,604,1910.896738,76.435870
#a46e60,536,1518.924694,60.756988
#a6057f,518,1202.968203,48.118728
#b1780b,508,1662.714057,66.508562
#b79506,616,1423.205402,56.928216
#bb4d92,935,2519.008386,100.760335
#cc78e7,1078,3035.070260,121.402810
#d10402,1562,6189.324348,247.572974
#d4194e,798,2570.235977,102.809439
