color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#127d93,336.175578,0.040000,13.447023
#322d4f,190.317591,0.040000,7.612704
#46a2a5,729.053129,0.040000,29.162125
#55087e,332.807219,0.040000,13.312289
#618128,127.144544,0.040000,5.085782
#88fe9d,209.618485,0.040000,8.384739
#9d9548,404.489965,0.040000,16.179599
#a46e60,298.575645,0.040000,11.943026
#a6057f,168.720020,0.040000,6.748801
#b1780b,332.804183,0.040000,13.312167
#b79506,206.165121,0.040000,8.246605
#bb4d92,462.816158,0.040000,18.512646
#cc78e7,506.346770,0.040000,20.253871
#d10402,1382.458593,0.040000,55.298344
#d4194e,566.755608,0.040000,22.670224
