color_hex,total_volume_um3,total_area_um2,surface_area_to_volume_um_inv
#d10402,55.298344,247.572974,4.477041
#46a2a5,29.162125,124.719672,4.276769
#d4194e,22.670224,102.809439,4.534999
#cc78e7,20.253871,121.402810,5.994055
#bb4d92,18.512646,100.760335,5.442784
#9d9548,16.179599,76.435870,4.724213
#127d93,13.447023,71.162827,5.292088
#55087e,13.312289,63.334047,4.757563
#b1780b,13.312167,66.508562,4.996073
#a46e60,11.943026,60.756988,5.087236
#88fe9d,8.384739,40.347510,4.812017
#b79506,8.246605,56.928216,6.903231
#322d4f,7.612704,61.118186,8.028446
#a6057f,6.748801,48.118728,7.129967
#618128,5.085782,38.722007,7.613776
