color_hex,total_blob_count,total_perimeter_um,total_area_um2
#00ffaa,262,513.637121,20.545485
#1f1945,474,1145.637332,45.825493
#2600ff,722,1359.053195,54.362128
#2727e8,276,836.011714,33.440469
#388c00,192,352.639774,14.105591
#44ff00,546,1839.016514,73.560661
#5b8f73,185,331.794259,13.271770
#687550,858,2354.699922,94.187997
#86b5eb,994,3359.448605,134.377944
#8f7cfc,214,379.018663,15.160747
#9486bd,752,2752.942651,110.117706
#9786eb,1079,2447.717033,97.908681
#9b33b5,324,979.527984,39.181119
#9c0027,133,349.207898,13.968316
#b0d4ff,427,1109.080646,44.363226
#c003ff,576,1383.053614,55.322145
#d0ebf9,319,532.196245,21.287850
#d432ed,210,465.551125,18.622045
#db7770,382,847.131746,33.885270
#fabf5a,551,1175.021911,47.000876
#ff0055,927,2738.693113,109.547725
