color_hex,total_volume_um3,total_area_um2,surface_area_to_volume_um_inv
#86b5eb,30.591867,134.377944,4.392604
#9486bd,23.400844,110.117706,4.705715
#ff0055,19.203378,109.547725,5.704607
#687550,18.215467,94.187997,5.170770
#44ff00,17.171244,73.560661,4.283945
#9786eb,13.070622,97.908681,7.490744
#c003ff,9.903600,55.322145,5.586064
#9b33b5,7.450578,39.181119,5.258803
#b0d4ff,7.399956,44.363226,5.995066
#fabf5a,7.149333,47.000876,6.574162
#2600ff,6.783200,54.362128,8.014230
#1f1945,6.705289,45.825493,6.834231
#2727e8,6.165333,33.440469,5.423952
#db7770,5.384889,33.885270,6.292659
#00ffaa,2.977022,20.545485,6.901355
#9c0027,2.964089,13.968316,4.712516
#d432ed,2.919644,18.622045,6.378190
#d0ebf9,2.286400,21.287850,9.310641
#388c00,1.953467,14.105591,7.220798
#8f7cfc,1.534400,15.160747,9.880570
#5b8f73,1.400000,13.271770,9.479836
