color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#029691,61.048483,0.040000,2.441939
#377e94,281.394557,0.040000,11.255782
#388a45,23.222784,0.040000,0.928911
#4561ad,200.689024,0.040000,8.027561
#45c23e,139.663296,0.040000,5.586532
#476678,162.491225,0.040000,6.499649
#4b1280,197.226353,0.040000,7.889054
#5203fc,214.432629,0.040000,8.577305
#52f7fa,187.942594,0.040000,7.517704
#6b731c,8.495390,0.040000,0.339816
#6ef0b8,142.346966,0.040000,5.693879
#852815,95.096966,0.040000,3.803879
#8c69bf,58.925640,0.040000,2.357026
#977499,376.338935,0.040000,15.053557
#9ddee3,283.087745,0.040000,11.323510
#ae4410,100.367936,0.040000,4.014717
#cc1f00,311.236169,0.040000,12.449447
#cc4f25,188.747026,0.040000,7.549881
#cc68e8,522.935604,0.040000,20.917424
#e868cc,50.718025,0.040000,2.028721
#eb548d,260.329417,0.040000,10.413177
#ebc275,180.550119,0.040000,7.222005
#f06e8a,72.808447,0.040000,2.912338
#f403fc,30.785247,0.040000,1.231410
#fad44b,137.276770,0.040000,5.491071
#fba9d5,589.095776,0.040000,23.563831
#fc0356,263.021118,0.040000,10.520845
#ff0033,335.786734,0.040000,13.431469
