color_hex,total_blob_count,total_perimeter_um,total_area_um2
#029691,149,407.025509,16.281020
#377e94,322,1286.288232,51.451529
#388a45,182,270.289708,10.811588
#4561ad,499,1223.430545,48.937222
#45c23e,478,1144.626361,45.785054
#476678,467,1142.357807,45.694312
#4b1280,948,1667.375659,66.695026
#5203fc,548,1401.045786,56.041831
#52f7fa,548,1223.826184,48.953047
#6b731c,49,81.655427,3.266217
#6ef0b8,490,1075.658734,43.026349
#852815,350,709.441737,28.377669
#8c69bf,343,543.253901,21.730156
#977499,428,1501.623215,60.064929
#9ddee3,767,1764.435278,70.577411
#ae4410,464,848.639605,33.945584
#cc1f00,917,2070.529734,82.821189
#cc4f25,384,1071.474907,42.858996
#cc68e8,785,2397.096287,95.883851
#e868cc,225,406.567316,16.262693
#eb548d,702,1676.845253,67.073810
#ebc275,638,1373.944506,54.957780
#f06e8a,160,429.127333,17.165093
#f403fc,187,287.503368,11.500135
#fad44b,489,949.978481,37.999139
#fba9d5,1472,3675.556773,147.022271
#fc0356,463,1463.982105,58.559284
#ff0033,753,1928.024260,77.120970
