color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#15d445,717.301785,0.045000,32.278580
#1a2496,338.580926,0.045000,15.236142
#1b9aaa,174.286544,0.045000,7.842894
#3281a8,260.325156,0.045000,11.714632
#374a29,456.249673,0.045000,20.531235
#47964c,445.182755,0.045000,20.033224
#4cd4bb,485.386558,0.045000,21.842395
#4f736e,437.115401,0.045000,19.670193
#630024,349.485847,0.045000,15.726863
#756e50,165.232690,0.045000,7.435471
#8a4334,199.384526,0.045000,8.972304
#afeda4,62.987371,0.045000,2.834432
#b1d415,493.893453,0.045000,22.225205
#bf0d75,60.689795,0.045000,2.731041
#c08c56,617.680360,0.045000,27.795616
#c73e1d,21.484105,0.045000,0.966785
#ce24d4,540.376833,0.045000,24.316957
#e8d9ff,341.591523,0.045000,15.371619
#ed755c,373.744811,0.045000,16.818516
#f5c4c4,140.883728,0.045000,6.339768
#ff7300,113.308172,0.045000,5.098868
