slice_index,original_filename,processed_filename,z_coordinate
1,bandicam 2026-09-04 05-25-12-619.png,z_0001_480.000000.png,480.000000
2,bandicam 2026-09-04 05-25-13-688.png,z_0002_481.004785.png,481.004785
3,bandicam 2026-09-04 05-25-14-736.png,z_0003_482.009569.png,482.009569
4,bandicam 2026-09-04 05-25-15-854.png,z_0004_483.014354.png,483.014354
5,bandicam 2026-09-04 05-25-16-942.png,z_0005_484.019139.png,484.019139
6,bandicam 2026-09-04 05-25-18-108.png,z_0006_485.023923.png,485.023923
7,bandicam 2026-09-04 05-25-29-582.png,z_0007_486.028708.png,486.028708
8,bandicam 2026-09-04 05-25-30-491.png,z_0008_487.033493.png,487.033493
9,bandicam 2026-09-04 05-25-31-542.png,z_0009_488.038278.png,488.038278
10,bandicam 2026-09-04 05-25-32-523.png,z_0010_489.043062.png,489.043062
11,bandicam 2026-09-04 05-25-33-474.png,z_0011_490.047847.png,490.047847
12,bandicam 2026-09-04 05-25-34-411.png,z_0012_491.052632.png,491.052632
13,bandicam 2026-09-04 05-25-35-399.png,z_0013_492.057416.png,492.057416
14,bandicam 2026-09-04 05-25-36-642.png,z_0014_493.062201.png,493.062201
15,bandicam 2026-09-04 05-25-38-053.png,z_0015_494.066986.png,494.066986
16,bandicam 2026-09-04 05-25-39-205.png,z_0016_495.071770.png,495.071770
17,bandicam 2026-09-04 05-25-40-288.png,z_0017_496.076555.png,496.076555
18,bandicam 2026-09-04 05-25-41-637.png,z_0018_497.081340.png,497.081340
19,bandicam 2026-09-04 05-25-42-876.png,z_0019_498.086124.png,498.086124
20,bandicam 2026-09-04 05-25-44-066.png,z_0020_499.090909.png,499.090909
21,bandicam 2026-09-04 05-25-45-153.png,z_0021_500.095694.png,500.095694
22,bandicam 2026-09-04 05-25-46-208.png,z_0022_501.100478.png,501.100478
23,bandicam 2026-09-04 05-25-47-374.png,z_0023_502.105263.png,502.105263
24,bandicam 2026-09-04 05-25-48-353.png,z_0024_503.110048.png,503.110048
25,bandicam 2026-09-04 05-26-00-037.png,z_0025_504.114833.png,504.114833
26,bandicam 2026-09-04 05-26-01-124.png,z_0026_505.119617.png,505.119617
27,bandicam 2026-09-04 05-26-02-051.png,z_0027_506.124402.png,506.124402
28,bandicam 2026-09-04 05-26-03-106.png,z_0028_507.129187.png,507.129187
29,bandicam 2026-09-04 05-26-04-311.png,z_0029_508.133971.png,508.133971
30,bandicam 2026-09-04 05-26-05-524.png,z_0030_509.138756.png,509.138756
31,bandicam 2026-09-04 05-26-06-716.png,z_0031_510.143541.png,510.143541
32,bandicam 2026-09-04 05-26-07-826.png,z_0032_511.148325.png,511.148325
33,bandicam 2026-09-04 05-26-09-034.png,z_0033_512.153110.png,512.153110
34,bandicam 2026-09-04 05-26-10-185.png,z_0034_513.157895.png,513.157895
