slice_file,color_hex,blob_count,perimeter_px,perimeter_um,slice_area_um2,slice_thickness_um
z_0001_480.000000.png,#157d0b,2,100.426407,3.544461,0.159501,0.045000
z_0001_480.000000.png,#74b59b,1,74.426407,2.626814,0.118207,0.045000
z_0001_480.000000.png,#8f82c4,3,633.771645,22.368411,1.006578,0.045000
z_0001_480.000000.png,#96d4ba,5,478.073160,16.873170,0.759293,0.045000
z_0001_480.000000.png,#a8329d,3,253.178716,8.935719,0.402107,0.045000
z_0001_480.000000.png,#a9ebc4,1,68.870058,2.430708,0.109382,0.045000
z_0001_480.000000.png,#aeeff2,2,335.362482,11.836323,0.532635,0.045000
z_0001_480.000000.png,#b54136,1,40.384776,1.425345,0.064141,0.045000
z_0001_480.000000.png,#b5748e,1,89.355339,3.153718,0.141917,0.045000
z_0001_480.000000.png,#b57a36,7,640.499567,22.605867,1.017264,0.045000
z_0001_480.000000.png,#cacc5e,2,209.195959,7.383387,0.332252,0.045000
z_0001_480.000000.png,#cc1f00,2,165.681241,5.847573,0.263141,0.045000
z_0001_480.000000.png,#f06e8a,1,97.154329,3.428976,0.154304,0.045000
z_0002_481.004785.png,#157d0b,1,90.183766,3.182956,0.143233,0.045000
z_0002_481.004785.png,#74b59b,1,77.254834,2.726641,0.122699,0.045000
z_0002_481.004785.png,#8f82c4,3,655.671140,23.141334,1.041360,0.045000
z_0002_481.004785.png,#96d4ba,6,501.002092,17.682427,0.795709,0.045000
z_0002_481.004785.png,#a8329d,3,243.036580,8.577762,0.385999,0.045000
z_0002_481.004785.png,#a9ebc4,1,60.284271,2.127680,0.095746,0.045000
z_0002_481.004785.png,#aeeff2,2,346.676190,12.235630,0.550603,0.045000
z_0002_481.004785.png,#b54136,1,46.041631,1.624999,0.073125,0.045000
z_0002_481.004785.png,#b5748e,1,93.597980,3.303458,0.148656,0.045000
z_0002_481.004785.png,#b57a36,7,556.759451,19.650334,0.884265,0.045000
z_0002_481.004785.png,#cacc5e,1,247.681241,8.741691,0.393376,0.045000
z_0002_481.004785.png,#cc1f00,2,160.953319,5.680705,0.255632,0.045000
z_0002_481.004785.png,#f06e8a,1,103.982756,3.669980,0.165149,0.045000
z_0003_482.009569.png,#157d0b,2,103.254834,3.644288,0.163993,0.045000
z_0003_482.009569.png,#74b59b,1,77.597980,2.738752,0.123244,0.045000
z_0003_482.009569.png,#8f82c4,3,665.913780,23.502839,1.057628,0.045000
z_0003_482.009569.png,#96d4ba,6,519.830519,18.346959,0.825613,0.045000
z_0003_482.009569.png,#a8329d,4,234.107648,8.262623,0.371818,0.045000
z_0003_482.009569.png,#a9ebc4,1,56.041631,1.977940,0.089007,0.045000
z_0003_482.009569.png,#aeeff2,2,357.161472,12.605699,0.567256,0.045000
z_0003_482.009569.png,#b54136,1,50.627417,1.786850,0.080408,0.045000
z_0003_482.009569.png,#b5748e,1,97.012193,3.423960,0.154078,0.045000
z_0003_482.009569.png,#b57a36,8,537.002092,18.953015,0.852886,0.045000
z_0003_482.009569.png,#cacc5e,1,256.752309,9.061846,0.407783,0.045000
z_0003_482.009569.png,#cc1f00,2,158.367532,5.589442,0.251525,0.045000
