slice_file,color_hex,blob_count,perimeter_px,perimeter_um,slice_area_um2,slice_thickness_um
z_0001_223.000000.png,#15d445,5,915.536147,35.670239,1.426810,0.040000
z_0001_223.000000.png,#1a2496,1,12.485281,0.486440,0.019458,0.040000
z_0001_223.000000.png,#1b9aaa,3,161.237590,6.281984,0.251279,0.040000
z_0001_223.000000.png,#3281a8,2,175.539105,6.839186,0.273567,0.040000
z_0001_223.000000.png,#374a29,4,235.722871,9.184008,0.367360,0.040000
z_0001_223.000000.png,#47964c,14,956.063059,37.249210,1.489968,0.040000
z_0001_223.000000.png,#4cd4bb,2,102.669048,4.000093,0.160004,0.040000
z_0001_223.000000.png,#4f736e,1,43.798990,1.706454,0.068258,0.040000
z_0001_223.000000.png,#630024,1,108.669048,4.233859,0.169354,0.040000
z_0001_223.000000.png,#756e50,1,94.426407,3.678951,0.147158,0.040000
z_0001_223.000000.png,#8a4334,1,57.112698,2.225170,0.089007,0.040000
z_0001_223.000000.png,#afeda4,1,19.899495,0.775305,0.031012,0.040000
z_0001_223.000000.png,#b1d415,6,411.688384,16.039807,0.641592,0.040000
z_0001_223.000000.png,#bf0d75,1,111.154329,4.330688,0.173228,0.040000
z_0001_223.000000.png,#ce24d4,3,466.173665,18.162610,0.726504,0.040000
z_0001_223.000000.png,#e8d9ff,2,61.941125,2.413291,0.096532,0.040000
z_0001_223.000000.png,#f5c4c4,5,130.124892,5.069801,0.202792,0.040000
z_0001_223.000000.png,#ff7300,2,118.811183,4.629007,0.185160,0.040000
z_0002_224.048951.png,#15d445,6,963.879292,37.553739,1.502150,0.040000
z_0002_224.048951.png,#1a2496,1,8.242641,0.321142,0.012846,0.040000
z_0002_224.048951.png,#1b9aaa,3,172.166522,6.707787,0.268311,0.040000
z_0002_224.048951.png,#3281a8,2,176.367532,6.871462,0.274858,0.040000
z_0002_224.048951.png,#374a29,5,240.308658,9.362675,0.374507,0.040000
z_0002_224.048951.png,#47964c,15,981.619408,38.244912,1.529796,0.040000
z_0002_224.048951.png,#4cd4bb,2,103.497475,4.032369,0.161295,0.040000
z_0002_224.048951.png,#4f736e,1,46.627417,1.816653,0.072666,0.040000
z_0002_224.048951.png,#630024,1,149.497475,5.824577,0.232983,0.040000
z_0002_224.048951.png,#756e50,1,93.012193,3.623852,0.144954,0.040000
z_0002_224.048951.png,#8a4334,1,56.526912,2.202347,0.088094,0.040000
z_0002_224.048951.png,#afeda4,1,17.899495,0.697383,0.027895,0.040000
z_0002_224.048951.png,#b1d415,5,366.575685,14.282170,0.571287,0.040000
z_0002_224.048951.png,#bf0d75,2,113.053824,4.404694,0.176188,0.040000
z_0002_224.048951.png,#ce24d4,3,479.830519,18.694696,0.747788,0.040000
z_0002_224.048951.png,#e8d9ff,2,61.455844,2.394384,0.095775,0.040000
z_0002_224.048951.png,#f5c4c4,5,145.195959,5.656985,0.226279,0.040000
z_0002_224.048951.png,#ff7300,2,115.154329,4.486532,0.179461,0.040000
z_0003_225.097902.png,#15d445,5,976.891486,38.060707,1.522428,0.040000
z_0003_225.097902.png,#1a2496,1,11.656854,0.454163,0.018167,0.040000
z_0003_225.097902.png,#1b9aaa,4,204.551299,7.969531,0.318781,0.040000
z_0003_225.097902.png,#3281a8,2,172.953319,6.738441,0.269538,0.040000
z_0003_225.097902.png,#374a29,5,237.237590,9.243023,0.369721,0.040000
z_0003_225.097902.png,#47964c,14,988.648845,38.518786,1.540751,0.040000
z_0003_225.097902.png,#4cd4bb,2,107.154329,4.174844,0.166994,0.040000
z_0003_225.097902.png,#4f736e,1,46.870058,1.826106,0.073044,0.040000
z_0003_225.097902.png,#630024,1,158.669048,6.181911,0.247276,0.040000
z_0003_225.097902.png,#756e50,1,90.769553,3.536476,0.141459,0.040000
z_0003_225.097902.png,#8a4334,1,56.284271,2.192894,0.087716,0.040000
z_0003_225.097902.png,#afeda4,1,14.485281,0.564362,0.022574,0.040000
z_0003_225.097902.png,#b1d415,5,356.232539,13.879190,0.555168,0.040000
z_0003_225.097902.png,#bf0d75,1,105.396970,4.106375,0.164255,0.040000
z_0003_225.097902.png,#ce24d4,3,496.173665,19.331441,0.773258,0.040000
z_0003_225.097902.png,#e8d9ff,2,61.941125,2.413291,0.096532,0.040000
z_0003_225.097902.png,#f5c4c4,5,156.267027,6.088326,0.243533,0.040000
z_0003_225.097902.png,#ff7300,2,108.911688,4.243313,0.169733,0.040000
z_0004_226.146853.png,#15d445,7,1021.276262,39.789984,1.591599,0.040000
z_0004_226.146853.png,#1a2496,1,8.242641,0.321142,0.012846,0.040000
z_0004_226.146853.png,#1b9aaa,5,199.338095,7.766419,0.310657,0.040000
z_0004_226.146853.png,#3281a8,3,189.681241,7.390178,0.295607,0.040000
z_0004_226.146853.png,#374a29,5,232.308658,9.050987,0.362039,0.040000
z_0004_226.146853.png,#47964c,15,1058.447835,41.238227,1.649529,0.040000
z_0004_226.146853.png,#4cd4bb,2,108.325902,4.220490,0.168820,0.040000
z_0004_226.146853.png,#4f736e,1,44.627417,1.738731,0.069549,0.040000
z_0004_226.146853.png,#630024,1,168.325902,6.558152,0.262326,0.040000
