color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#007e86,94.719346,0.040000,3.788774
#01fd57,156.353179,0.040000,6.254127
#1a64b4,340.377298,0.040000,13.615092
#1e37d7,425.960027,0.040000,17.038401
#247a4f,329.917018,0.040000,13.196681
#266645,289.785124,0.040000,11.591405
#268ba3,230.578512,0.040000,9.223140
#350450,118.854950,0.040000,4.754198
#3e5c7b,107.102884,0.040000,4.284115
#42ddf5,120.808568,0.040000,4.832343
#4a1781,261.531287,0.040000,10.461251
#6b3f08,552.764547,0.040000,22.110582
#70d9ce,106.377298,0.040000,4.255092
#8b0dab,145.990049,0.040000,5.839602
#9ed3de,163.429921,0.040000,6.537197
#a3f50a,403.298364,0.040000,16.131935
#b03ff3,438.941643,0.040000,17.557666
#b07c12,408.049587,0.040000,16.321983
#b70d21,52.129870,0.040000,2.085195
#c0c811,172.306966,0.040000,6.892279
#ce7d9c,277.393996,0.040000,11.095760
#d6c6c6,89.234947,0.040000,3.569398
#d6d292,179.600776,0.040000,7.184031
#dd5616,195.747344,0.040000,7.829894
#e2bc22,210.058695,0.040000,8.402348
#e6049f,403.834205,0.040000,16.153368
#ef3c4f,226.716816,0.040000,9.068673
#fa4cb5,62.189408,0.040000,2.487576
#ff270f,322.075223,0.040000,12.883009
#ff6ee9,743.595210,0.040000,29.743808
#ff8817,768.271209,0.040000,30.730848
