color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#007e86,119.152526,0.045000,5.361864
#01fd57,384.147405,0.045000,17.286633
#1a64b4,328.154325,0.045000,14.766945
#1e37d7,804.795571,0.045000,36.215801
#247a4f,269.298685,0.045000,12.118441
#266645,851.843460,0.045000,38.332956
#268ba3,415.857301,0.045000,18.713579
#350450,199.502284,0.045000,8.977603
#3e5c7b,84.568858,0.045000,3.805599
#42ddf5,159.852457,0.045000,7.193361
#4a1781,528.724152,0.045000,23.792587
#6b3f08,947.138824,0.045000,42.621247
#70d9ce,85.002353,0.045000,3.825106
#8b0dab,216.004983,0.045000,9.720224
#9ed3de,288.590450,0.045000,12.986570
#a0b78a,600.549758,0.045000,27.024739
#a3f50a,427.252734,0.045000,19.226373
#b03ff3,606.607474,0.045000,27.297336
#b07c12,516.423114,0.045000,23.239040
#b70d21,62.489273,0.045000,2.812017
#c0c811,135.295225,0.045000,6.088285
#ce7d9c,416.757924,0.045000,18.754107
#d6c6c6,92.132595,0.045000,4.145967
#d6d292,248.112249,0.045000,11.165051
#dd5616,245.437785,0.045000,11.044700
#e2bc22,272.699377,0.045000,12.271472
#e6049f,438.342976,0.045000,19.725434
#ef3c4f,399.307266,0.045000,17.968827
#fa4cb5,123.090104,0.045000,5.539055
#ff270f,578.353080,0.045000,26.025889
#ff6ee9,1057.197924,0.045000,47.573907
#ff8817,757.065052,0.045000,34.067927
