color_hex,total_blob_count,total_perimeter_um,total_area_um2
#007e86,310,697.689496,27.907580
#01fd57,285,857.263606,34.290544
#1a64b4,822,2030.824555,81.232982
#1e37d7,1256,2700.435384,108.017415
#247a4f,1047,2330.044883,93.201795
#266645,807,1785.945613,71.437825
#268ba3,773,1601.025023,64.041001
#350450,445,897.221754,35.888870
#3e5c7b,324,744.510685,29.780427
#42ddf5,527,976.320097,39.052804
#4a1781,802,1697.793140,67.911726
#6b3f08,1149,2963.979968,118.559199
#70d9ce,314,748.318246,29.932730
#8b0dab,471,1044.460245,41.778410
#9ed3de,626,1229.119184,49.164767
#a0b78a,1657,4121.313778,164.852551
#a3f50a,731,2081.089425,83.243577
#b03ff3,1095,2386.318775,95.452751
#b07c12,751,2030.060090,81.202404
#b70d21,304,468.228768,18.729151
#c0c811,417,1016.600512,40.664020
#ce7d9c,838,1887.509224,75.500369
#d6c6c6,299,675.789899,27.031596
#d6d292,357,758.258242,30.330330
#dd5616,386,1078.353607,43.134144
#e2bc22,568,1362.294307,54.491772
#e6049f,911,2324.163083,92.966523
#ef3c4f,603,1339.883529,53.595341
#fa4cb5,205,417.808842,16.712354
#ff270f,645,1398.277369,55.931095
#ff6ee9,1508,4016.996345,160.679854
#ff8817,819,3095.944656,123.837786
