color_hex,total_volume_um3,total_area_um2,surface_area_to_volume_um_inv
#ff6ee9,29.542878,160.679854,5.438869
#ff8817,29.254411,123.837786,4.233132
#a0b78a,28.380642,164.852551,5.808627
#6b3f08,22.138692,118.559199,5.355294
#b03ff3,17.127848,95.452751,5.572956
#b07c12,16.298740,81.202404,4.982128
#e6049f,16.029964,92.966523,5.799547
#a3f50a,15.012556,83.243577,5.544930
#1e37d7,15.006564,108.017415,7.198011
#1a64b4,13.339786,81.232982,6.089527
#247a4f,13.225256,93.201795,7.047258
#266645,11.597622,71.437825,6.159696
#ce7d9c,10.934459,75.500369,6.904811
#4a1781,10.363424,67.911726,6.553020
#268ba3,9.256647,64.041001,6.918380
#ef3c4f,9.158621,53.595341,5.851901
#e2bc22,8.340357,54.491772,6.533506
#ff270f,7.945589,55.931095,7.039264
#dd5616,7.780024,43.134144,5.544217
#c0c811,6.879239,40.664020,5.911122
#9ed3de,6.528989,49.164767,7.530227
#01fd57,6.202711,34.290544,5.528316
#8b0dab,5.878002,41.778410,7.107587
#d6d292,5.218074,30.330330,5.812553
#42ddf5,4.815933,39.052804,8.109084
#350450,4.754958,35.888870,7.547673
#70d9ce,4.003377,29.932730,7.476870
#3e5c7b,4.001189,29.780427,7.442894
#007e86,3.822164,27.907580,7.301513
#d6c6c6,3.553056,27.031596,7.607985
#fa4cb5,2.517860,16.712354,6.637523
#b70d21,2.099120,18.729151,8.922382
