color_hex,total_blob_count,total_perimeter_um,total_area_um2
#008000,807,1662.377525,74.806989
#1f618d,1797,4958.516910,223.133261
#20b2aa,284,563.358794,25.351146
#58d68d,175,341.923235,15.386546
#5d6d7e,899,1900.299815,85.513492
#5dade2,521,1147.725351,51.647641
#7d6608,1003,2444.330381,109.994867
#7e5109,603,1285.503680,57.847666
#aed6f1,142,315.343177,14.190443
#d7bde2,579,1576.854253,70.958441
#eb984e,591,1230.222085,55.359994
#f3d245,94,218.605642,9.837254
#f9e79f,576,1132.223799,50.950071
#ff8000,224,544.255230,24.491485
#ffff00,637,1650.273157,74.262292
