color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#0e6251,395.460881,0.045000,17.795740
#117a65,317.838264,0.045000,14.302722
#145a32,214.700197,0.045000,9.661509
#154360,202.942143,0.045000,9.132396
#196f3d,275.631821,0.045000,12.403432
#1b4f72,442.823143,0.045000,19.927041
#2e4053,153.225510,0.045000,6.895148
#2ecc71,187.904668,0.045000,8.455710
#3b3b98,170.805391,0.045000,7.686243
#45b39d,221.247206,0.045000,9.956124
#48c9b0,278.595661,0.045000,12.536805
#4a235a,721.623932,0.045000,32.473077
#512e5f,144.512163,0.045000,6.503047
#52be80,337.253123,0.045000,15.176391
#5499c7,360.417488,0.045000,16.218787
#73c6b6,73.243261,0.045000,3.295947
#7b241c,172.349770,0.045000,7.755740
#82e0aa,220.814596,0.045000,9.936657
#85c1e9,248.596318,0.045000,11.186834
#922b21,302.961867,0.045000,13.633284
#9a7d0a,666.512821,0.045000,29.993077
#a2d9ce,8.952663,0.045000,0.402870
#a3e4d7,62.911900,0.045000,2.831036
#a9cce3,146.931624,0.045000,6.611923
#af601a,81.813281,0.045000,3.681598
#af7ac5,157.231427,0.045000,7.075414
#b9770e,100.567390,0.045000,4.525533
#bb8fce,154.324786,0.045000,6.944615
#cb4335,62.285996,0.045000,2.802870
#d2b4de,126.978304,0.045000,5.714024
#d35400,168.406969,0.045000,7.578314
#d68910,70.461538,0.045000,3.170769
#e59866,197.437212,0.045000,8.884675
#e74c3c,148.232742,0.045000,6.670473
#edbb99,358.645628,0.045000,16.139053
#f1948a,142.543064,0.045000,6.414438
#f58231,330.577909,0.045000,14.876006
#f7dc6f,38.817226,0.045000,1.746775
#f8c471,156.943458,0.045000,7.062456
#fad7a0,273.737673,0.045000,12.318195
