slice_file,color_hex,area_px,cross_section_area_um2,slice_volume_um3,slice_thickness_um
z_0001_345.000000.png,#3cb44b,292,0.467200,0.021024,0.045000
z_0001_345.000000.png,#40e0d0,83,0.132800,0.005976,0.045000
z_0001_345.000000.png,#6a5acd,401,0.641600,0.028872,0.045000
z_0001_345.000000.png,#8000ff,5958,9.532800,0.428976,0.045000
z_0001_345.000000.png,#a52a2a,79,0.126400,0.005688,0.045000
z_0001_345.000000.png,#bcf60c,104,0.166400,0.007488,0.045000
z_0001_345.000000.png,#e6194b,96,0.153600,0.006912,0.045000
z_0001_345.000000.png,#ed4ea9,46,0.073600,0.003312,0.045000
z_0001_345.000000.png,#ff0080,385,0.616000,0.027720,0.045000
z_0001_345.000000.png,#ff8080,201,0.321600,0.014472,0.045000
z_0002_346.000000.png,#3cb44b,462,0.739200,0.033264,0.045000
z_0002_346.000000.png,#40e0d0,99,0.158400,0.007128,0.045000
z_0002_346.000000.png,#6a5acd,360,0.576000,0.025920,0.045000
z_0002_346.000000.png,#8000ff,6412,10.259200,0.461664,0.045000
z_0002_346.000000.png,#911eb4,179,0.286400,0.012888,0.045000
z_0002_346.000000.png,#a52a2a,84,0.134400,0.006048,0.045000
z_0002_346.000000.png,#bcf60c,123,0.196800,0.008856,0.045000
z_0002_346.000000.png,#e6194b,99,0.158400,0.007128,0.045000
z_0002_346.000000.png,#ed4ea9,229,0.366400,0.016488,0.045000
z_0002_346.000000.png,#ff0080,723,1.156800,0.052056,0.045000
z_0002_346.000000.png,#ff8080,301,0.481600,0.021672,0.045000
z_0003_347.000000.png,#3cb44b,468,0.748800,0.033696,0.045000
z_0003_347.000000.png,#40e0d0,99,0.158400,0.007128,0.045000
z_0003_347.000000.png,#6a5acd,361,0.577600,0.025992,0.045000
z_0003_347.000000.png,#8000ff,6401,10.241600,0.460872,0.045000
z_0003_347.000000.png,#911eb4,186,0.297600,0.013392,0.045000
z_0003_347.000000.png,#a52a2a,84,0.134400,0.006048,0.045000
z_0003_347.000000.png,#bcf60c,123,0.196800,0.008856,0.045000
z_0003_347.000000.png,#e6194b,96,0.153600,0.006912,0.045000
