color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#04800e,116.213138,0.045000,5.229591
#0c704f,225.045723,0.045000,10.127058
#195ba5,302.201796,0.045000,13.599081
#302e4d,96.612831,0.045000,4.347577
#3b9c36,63.967628,0.045000,2.878543
#40426e,70.674031,0.045000,3.180331
#42ddf5,144.830458,0.045000,6.517371
#48e85e,109.320652,0.045000,4.919429
#4cc7b6,56.340383,0.045000,2.535317
#61965c,274.969991,0.045000,12.373650
#74a865,51.461838,0.045000,2.315783
#774d47,182.663634,0.045000,8.219864
#7a0474,113.993974,0.045000,5.129729
#7b92a8,358.184901,0.045000,16.118321
#820079,159.161980,0.045000,7.162289
#88bbd1,233.252481,0.045000,10.496362
#8f82c4,519.611767,0.045000,23.382530
#91ff78,752.323015,0.045000,33.854536
#96645c,326.822070,0.045000,14.706993
#9ed3de,49.325614,0.045000,2.219653
#a347ff,108.780482,0.045000,4.895122
#b2a0fa,201.369683,0.045000,9.061636
#bbb477,370.371692,0.045000,16.666726
#c4809c,152.220581,0.045000,6.849926
#c9b7eb,137.389296,0.045000,6.182518
#ccebb2,735.544778,0.045000,33.099515
#cfcb80,162.875118,0.045000,7.329380
#d0dba7,282.689745,0.045000,12.721039
#d8e3a8,53.443880,0.045000,2.404975
#ebd234,83.356333,0.045000,3.751035
#f2cabf,114.010988,0.045000,5.130494
#ff270f,102.774811,0.045000,4.624866
#ff61e7,106.137051,0.045000,4.776167
#ff6ee9,1580.216682,0.045000,71.109751
#ff73a1,346.795605,0.045000,15.605802
#ffbe78,441.446597,0.045000,19.865097
#ffc978,415.462075,0.045000,18.695793
#ffcdbd,129.322897,0.045000,5.819530
