color_hex,total_blob_count,total_perimeter_um,total_area_um2
#04800e,263,653.154943,29.391972
#0c704f,454,1201.468339,54.066075
#195ba5,1115,2145.470724,96.546183
#302e4d,199,550.846151,24.788077
#3b9c36,182,457.608705,20.592392
#40426e,374,610.247056,27.461118
#42ddf5,366,939.810205,42.291459
#48e85e,376,827.771419,37.249714
#4cc7b6,405,553.581674,24.911175
#61965c,566,1557.284930,70.077822
#74a865,187,400.055084,18.002479
#774d47,621,1306.573623,58.795813
#7a0474,618,1043.992944,46.979682
#7b92a8,1027,2333.507033,105.007816
#820079,577,1274.657457,57.359586
#88bbd1,744,1697.883720,76.404767
#8f82c4,1122,2778.270241,125.022161
#91ff78,1712,4022.040657,180.991830
#96645c,704,1836.123552,82.625560
#9ed3de,291,457.921257,20.606457
#a347ff,323,726.208389,32.679378
#b2a0fa,713,1440.548667,64.824690
#bbb477,1124,2472.493343,111.262200
#c4809c,614,1177.890264,53.005062
#c9b7eb,282,854.152115,38.436845
#ccebb2,2009,4698.059424,211.412674
#cfcb80,479,1125.761535,50.659269
#d0dba7,1200,2256.580956,101.546143
#d8e3a8,311,515.016942,23.175762
#ebd234,305,649.841829,29.242882
#f2cabf,436,871.610518,39.222473
#ff270f,320,693.618659,31.212840
#ff61e7,394,762.179166,34.298062
#ff6ee9,3064,8139.680724,366.285633
#ff73a1,779,2122.669907,95.520146
#ffbe78,1779,3428.384515,154.277303
#ffc978,1295,2826.179929,127.178097
#ffcdbd,464,975.087890,43.878955
