color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#029691,92.270270,0.045000,4.152162
#377e94,291.276844,0.045000,13.107458
#388a45,52.219138,0.045000,2.349861
#4561ad,208.445581,0.045000,9.380051
#45c23e,140.964207,0.045000,6.343389
#476678,173.697589,0.045000,7.816392
#4b1280,555.000730,0.045000,24.975033
#5203fc,186.114682,0.045000,8.375161
#52f7fa,217.590212,0.045000,9.791560
#6b731c,99.302411,0.045000,4.468608
#6ef0b8,133.416362,0.045000,6.003736
#852815,91.674945,0.045000,4.125373
#8c69bf,186.696859,0.045000,8.401359
#977499,466.313367,0.045000,20.984102
#9ddee3,348.701972,0.045000,15.691589
#ae4410,150.295106,0.045000,6.763280
#cc1f00,242.909423,0.045000,10.930924
#cc4f25,358.441928,0.045000,16.129887
#cc68e8,424.576333,0.045000,19.105935
#e868cc,57.848064,0.045000,2.603163
#eb548d,263.096421,0.045000,11.839339
#ebc275,213.914536,0.045000,9.626154
#f06e8a,41.970051,0.045000,1.888652
#f403fc,95.254200,0.045000,4.286439
#fad44b,150.729730,0.045000,6.782838
#fba9d5,802.842951,0.045000,36.127933
#fc0356,288.047480,0.045000,12.962137
#ff0033,461.604091,0.045000,20.772184
