color_hex,total_blob_count,total_perimeter_um,total_area_um2
#0000ff,378,714.791190,32.165604
#008080,1226,3075.660475,138.404721
#0080ff,314,1136.760763,51.154234
#0082c8,382,1141.098464,51.349431
#00fa9a,641,1290.354504,58.065953
#1e90ff,170,525.997206,23.669874
#3cb44b,406,1768.534895,79.584070
#40e0d0,529,1212.188045,54.548462
#4169e1,71,166.757798,7.504101
#46f0f0,77,118.411753,5.328529
#6a5acd,1277,2549.783171,114.740243
#800080,181,386.995884,17.414815
#8000ff,3038,8004.887145,360.219922
#8080ff,899,1054.067240,47.433026
#80ff80,362,795.958632,35.818138
#911eb4,506,905.033299,40.726498
#9acd32,669,2195.492136,98.797146
#a52a2a,195,345.011757,15.525529
#b22222,529,1424.068179,64.083068
#bcf60c,456,1356.471602,61.041222
#dc143c,1058,2148.480618,96.681628
#e6194b,823,1555.456533,69.995544
#ed4ea9,79,121.885971,5.484869
#f032e6,138,373.585940,16.811367
#ff0080,833,1933.979427,87.029074
#ff69b4,413,579.543872,26.079474
#ff8080,589,1784.606459,80.307291
#ffd700,978,2515.927669,113.216745
