color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#0000ff,88.692308,0.045000,3.991154
#008080,560.028928,0.045000,25.201302
#0080ff,299.367521,0.045000,13.471538
#0082c8,207.407627,0.045000,9.333343
#00fa9a,164.755424,0.045000,7.413994
#1e90ff,110.334648,0.045000,4.965059
#3cb44b,482.520053,0.045000,21.713402
#40e0d0,173.032873,0.045000,7.786479
#4169e1,19.380013,0.045000,0.872101
#46f0f0,10.726496,0.045000,0.482692
#6a5acd,309.790927,0.045000,13.940592
#800080,56.633136,0.045000,2.548491
#8000ff,1347.721236,0.045000,60.647456
#8080ff,145.011177,0.045000,6.525503
#80ff80,104.699540,0.045000,4.711479
#911eb4,96.312295,0.045000,4.334053
#9acd32,407.890204,0.045000,18.355059
#a52a2a,43.670611,0.045000,1.965178
#b22222,281.725181,0.045000,12.677633
#bcf60c,280.706114,0.045000,12.631775
#dc143c,268.658120,0.045000,12.089615
#e6194b,180.673899,0.045000,8.130325
#ed4ea9,11.032216,0.045000,0.496450
#f032e6,45.292571,0.045000,2.038166
#ff0080,352.795529,0.045000,15.875799
#ff69b4,85.575279,0.045000,3.850888
#ff8080,300.281394,0.045000,13.512663
#ffd700,414.870480,0.045000,18.669172
