slice_index,original_filename,processed_filename,z_coordinate
1,bandicam 2026-08-14 12-21-38-536.png,z_0001_363.000000.png,363.000000
2,bandicam 2026-08-14 12-21-40-290.png,z_0002_364.000000.png,364.000000
3,bandicam 2026-08-14 12-21-42-415.png,z_0003_365.000000.png,365.000000
4,bandicam 2026-08-14 12-21-44-328.png,z_0004_366.000000.png,366.000000
5,bandicam 2026-08-14 12-21-46-236.png,z_0005_367.000000.png,367.000000
6,bandicam 2026-08-14 12-21-47-849.png,z_0006_368.000000.png,368.000000
7,bandicam 2026-08-14 12-21-49-781.png,z_0007_369.000000.png,369.000000
8,bandicam 2026-08-14 12-21-51-159.png,z_0008_370.000000.png,370.000000
9,bandicam 2026-08-14 12-21-53-036.png,z_0009_371.000000.png,371.000000
10,bandicam 2026-08-14 12-21-54-697.png,z_0010_372.000000.png,372.000000
11,bandicam 2026-08-14 12-21-56-568.png,z_0011_373.000000.png,373.000000
12,bandicam 2026-08-14 12-21-58-044.png,z_0012_374.000000.png,374.000000
13,bandicam 2026-08-14 12-21-59-758.png,z_0013_375.000000.png,375.000000
14,bandicam 2026-08-14 12-22-02-724.png,z_0014_376.000000.png,376.000000
15,bandicam 2026-08-14 12-22-04-313.png,z_0015_377.000000.png,377.000000
16,bandicam 2026-08-14 12-22-06-028.png,z_0016_378.000000.png,378.000000
17,bandicam 2026-08-14 12-22-07-510.png,z_0017_379.000000.png,379.000000
18,bandicam 2026-08-14 12-22-08-879.png,z_0018_380.000000.png,380.000000
19,bandicam 2026-08-14 12-22-09-977.png,z_0019_381.000000.png,381.000000
20,bandicam 2026-08-14 12-22-11-156.png,z_0020_382.000000.png,382.000000
21,bandicam 2026-08-14 12-22-12-416.png,z_0021_383.000000.png,383.000000
22,bandicam 2026-08-14 12-22-13-626.png,z_0022_384.000000.png,384.000000
23,bandicam 2026-08-14 12-22-14-780.png,z_0023_385.000000.png,385.000000
24,bandicam 2026-08-14 12-22-16-668.png,z_0024_386.000000.png,386.000000
25,bandicam 2026-08-14 12-22-19-679.png,z_0025_387.000000.png,387.000000
26,bandicam 2026-08-14 12-22-20-568.png,z_0026_388.000000.png,388.000000
27,bandicam 2026-08-14 12-22-21-903.png,z_0027_389.000000.png,389.000000
28,bandicam 2026-08-14 12-22-23-111.png,z_0028_390.000000.png,390.000000
29,bandicam 2026-08-14 12-22-24-530.png,z_0029_391.000000.png,391.000000
30,bandicam 2026-08-14 12-22-26-081.png,z_0030_392.000000.png,392.000000
31,bandicam 2026-08-14 12-22-27-554.png,z_0031_393.000000.png,393.000000
32,bandicam 2026-08-14 12-22-28-737.png,z_0032_394.000000.png,394.000000
33,bandicam 2026-08-14 12-22-30-103.png,z_0033_395.000000.png,395.000000
34,bandicam 2026-08-14 12-22-31-777.png,z_0034_396.000000.png,396.000000
35,bandicam 2026-08-14 12-22-33-370.png,z_0035_397.000000.png,397.000000
36,bandicam 2026-08-14 12-22-34-634.png,z_0036_398.000000.png,398.000000
37,bandicam 2026-08-14 12-22-35-963.png,z_0037_399.000000.png,399.000000
