color_hex,total_blob_count,total_perimeter_um,total_area_um2
#000080,561,1514.072833,60.562913
#008000,728,1799.228287,71.969131
#008080,22,2.419342,0.096774
#00ff80,821,1773.315561,70.932622
#00ffff,1896,4330.202695,173.208108
#20b2aa,642,1456.645920,58.265837
#32cd32,358,1011.116459,40.444658
#5ac1d9,561,1566.642191,62.665688
#800000,1215,3759.202637,150.368105
#808000,250,512.766834,20.510673
#8080ff,449,1023.562194,40.942488
#80ff80,30,6.150087,0.246003
#822072,694,1592.030824,63.681233
#8a2be2,861,1727.724290,69.108972
#8b99c5,291,647.282650,25.891306
#f58231,465,686.867079,27.474683
#ff00ff,3602,11094.846045,443.793842
#ff1493,167,597.286752,23.891470
#ff4500,459,983.112357,39.324494
#ff8000,634,1515.759637,60.630385
#ff8080,46,5.013639,0.200546
#ffff00,616,1693.112299,67.724492
