color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#000080,262.087576,0.040000,10.483503
#008000,267.334148,0.040000,10.693366
#008080,0.028696,0.040000,0.001148
#00ff80,262.667233,0.040000,10.506689
#00ffff,661.921352,0.040000,26.476854
#20b2aa,208.494101,0.040000,8.339764
#32cd32,181.418535,0.040000,7.256741
#5ac1d9,295.967903,0.040000,11.838716
#800000,712.220534,0.040000,28.488821
#808000,89.332341,0.040000,3.573294
#8080ff,150.565629,0.040000,6.022625
#80ff80,0.083218,0.040000,0.003329
#822072,210.586035,0.040000,8.423441
#8a2be2,207.402700,0.040000,8.296108
#8b99c5,110.335849,0.040000,4.413434
#f58231,71.225210,0.040000,2.849008
#ff00ff,2065.038474,0.040000,82.601539
#ff1493,99.901052,0.040000,3.996042
#ff4500,113.387182,0.040000,4.535487
#ff8000,226.799235,0.040000,9.071969
#ff8080,0.059305,0.040000,0.002372
#ffff00,327.273249,0.040000,13.090930
