color_hex,total_blob_count,total_perimeter_um,total_area_um2
#03fc5a,817,2067.195041,93.023777
#15d445,158,427.469661,19.236135
#374a29,1671,3653.300599,164.398527
#47964c,1110,3334.214762,150.039664
#6c1273,665,1527.031051,68.716397
#75a832,1109,2731.195984,122.903819
#85150b,212,670.406313,30.168284
#86a863,337,754.244750,33.941014
#8a4334,963,2423.631919,109.063436
#a178ad,607,1511.493197,68.017194
#a85e32,980,2898.895960,130.450318
#b1d415,234,518.821872,23.346984
#b452ff,570,1329.037622,59.806693
#c9fa5f,757,1445.528478,65.048781
#ce24d4,1124,3204.933661,144.222015
#d41515,361,716.881616,32.259673
#ed755c,414,1001.315841,45.059213
#f0ed97,973,2609.081593,117.408672
#f5b942,116,217.542479,9.789412
#fcbf79,633,1777.392290,79.982653
