color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#03fc5a,333.726403,0.045000,15.017688
#15d445,87.361982,0.045000,3.931289
#374a29,507.437793,0.045000,22.834701
#47964c,605.865266,0.045000,27.263937
#6c1273,245.201726,0.045000,11.034078
#75a832,416.666542,0.045000,18.749994
#85150b,122.680428,0.045000,5.520619
#86a863,100.506662,0.045000,4.522800
#8a4334,392.147870,0.045000,17.646654
#a178ad,278.251079,0.045000,12.521299
#a85e32,542.959655,0.045000,24.433184
#b1d415,74.076938,0.045000,3.333462
#b452ff,183.793582,0.045000,8.270711
#c9fa5f,191.754551,0.045000,8.628955
#ce24d4,656.889473,0.045000,29.560026
#d41515,105.619816,0.045000,4.752892
#ed755c,148.677801,0.045000,6.690501
#f0ed97,438.132483,0.045000,19.715962
#f5b942,26.537061,0.045000,1.194168
#fcbf79,315.392757,0.045000,14.192674
