color_hex,total_blob_count,total_perimeter_um,total_area_um2
#00701e,21,25.156433,1.006257
#15c1d4,764,2275.920579,91.036823
#1a2496,1,0.946997,0.037880
#2b8f76,778,2404.025107,96.161004
#2c6944,778,1905.805326,76.232213
#4e5fb6,173,444.935161,17.797406
#60bccc,680,1804.137839,72.165514
#74ff8a,462,1202.740091,48.109604
#780dd6,599,1355.630666,54.225227
#806a16,866,2461.320772,98.452831
#8695bd,838,2518.513560,100.740542
#881a96,352,839.336871,33.573475
#93a0c7,8,0.942809,0.037712
#9486bd,739,2274.605732,90.984229
#94d4b5,266,789.618659,31.584746
#961a3f,606,1151.035263,46.041411
#9b33b5,343,772.189183,30.887567
#a3afd4,877,1618.661796,64.746472
#b086bd,499,1073.387472,42.935499
#b54c73,812,2155.038133,86.201525
#c4b897,495,973.516101,38.940644
#c9a236,458,1452.844864,58.113795
#cc2f2f,403,852.708736,34.108349
#d4ce15,553,1291.604103,51.664164
#e8a9bc,624,1565.642540,62.625702
#eb4934,863,2047.938419,81.917537
#eb7434,1273,3936.982690,157.479308
#f79d79,332,777.333351,31.093334
#ff8308,422,1441.045258,57.641810
#ffb0ba,1686,4749.591363,189.983655
