color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#00701e,1.911458,0.040000,0.076458
#15c1d4,431.309028,0.040000,17.252361
#1a2496,0.055556,0.040000,0.002222
#2b8f76,466.967014,0.040000,18.678681
#2c6944,299.753472,0.040000,11.990139
#4e5fb6,60.564236,0.040000,2.422569
#60bccc,332.248264,0.040000,13.289931
#74ff8a,198.460069,0.040000,7.938403
#780dd6,170.939236,0.040000,6.837569
#806a16,423.310764,0.040000,16.932431
#8695bd,530.824653,0.040000,21.232986
#881a96,118.354167,0.040000,4.734167
#93a0c7,0.013889,0.040000,0.000556
#9486bd,438.065972,0.040000,17.522639
#94d4b5,107.763889,0.040000,4.310556
#961a3f,134.795139,0.040000,5.391806
#9b33b5,98.423611,0.040000,3.936944
#a3afd4,184.052083,0.040000,7.362083
#b086bd,144.168403,0.040000,5.766736
#b54c73,320.588542,0.040000,12.823542
#c4b897,114.309028,0.040000,4.572361
#c9a236,307.835069,0.040000,12.313403
#cc2f2f,137.585069,0.040000,5.503403
#d4ce15,210.230903,0.040000,8.409236
#e8a9bc,238.227431,0.040000,9.529097
#eb4934,291.786458,0.040000,11.671458
#eb7434,762.095486,0.040000,30.483819
#f79d79,124.840278,0.040000,4.993611
#ff8308,275.631944,0.040000,11.025278
#ffb0ba,839.032986,0.040000,33.561319
