color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#030b9e,142.782872,0.045000,6.425229
#157d0b,86.387543,0.045000,3.887439
#365187,4.701557,0.045000,0.211570
#377e94,177.735294,0.045000,7.998088
#4a7840,41.602076,0.045000,1.872093
#74b59b,100.466263,0.045000,4.520982
#75aaff,140.224913,0.045000,6.310121
#8f82c4,222.395329,0.045000,10.007790
#96d4ba,353.974913,0.045000,15.928871
#9e033c,106.311419,0.045000,4.784014
#a2aee8,346.300173,0.045000,15.583508
#a8329d,1194.552768,0.045000,53.754875
#a9ebc4,99.103806,0.045000,4.459671
#aeeff2,364.578720,0.045000,16.406042
#b36994,159.856401,0.045000,7.193538
#b54136,318.091696,0.045000,14.314126
#b5748e,176.872837,0.045000,7.959278
#b57a36,246.185986,0.045000,11.078369
#cacc5e,135.261246,0.045000,6.086756
#cc1f00,290.621972,0.045000,13.077989
#cc68e8,158.122837,0.045000,7.115528
#f06e8a,295.714533,0.045000,13.307154
