color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#158a8a,67.425128,0.045000,3.034131
#15d445,201.151205,0.045000,9.051804
#374a29,277.869248,0.045000,12.504116
#45818e,268.435354,0.045000,12.079591
#47964c,510.707816,0.045000,22.981852
#4cd4bb,76.577794,0.045000,3.446001
#630024,239.488678,0.045000,10.776991
#85b066,54.132944,0.045000,2.435982
#93a0c7,706.618700,0.045000,31.797841
#a85e32,1137.652301,0.045000,51.194354
#afeda4,215.695398,0.045000,9.706293
#b1d415,824.707085,0.045000,37.111819
#b6b0a8,153.906501,0.045000,6.925793
#c9fa5f,329.839299,0.045000,14.842768
#ce24d4,625.527392,0.045000,28.148733
#d41515,102.357195,0.045000,4.606074
#e8d9ff,122.262235,0.045000,5.501801
#ed755c,860.279766,0.045000,38.712589
#f0ed97,708.677867,0.045000,31.890504
#fcba03,104.736304,0.045000,4.713134
#fcbf79,223.138057,0.045000,10.041213
