color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#04800e,174.823346,0.040000,6.992934
#0c704f,141.203163,0.040000,5.648127
#195ba5,372.678993,0.040000,14.907160
#302e4d,48.827356,0.040000,1.953094
#3b9c36,102.271998,0.040000,4.090880
#40426e,44.578971,0.040000,1.783159
#42ddf5,166.204277,0.040000,6.648171
#48e85e,134.586990,0.040000,5.383480
#4cc7b6,92.417910,0.040000,3.696716
#61965c,397.535754,0.040000,15.901430
#74a865,98.286255,0.040000,3.931450
#774d47,171.559367,0.040000,6.862375
#7a0474,119.028960,0.040000,4.761158
#7b92a8,608.948541,0.040000,24.357942
#820079,87.995099,0.040000,3.519804
#88bbd1,288.519269,0.040000,11.540771
#8f82c4,365.990644,0.040000,14.639626
#91ff78,917.147917,0.040000,36.685917
#96645c,376.827133,0.040000,15.073085
#9ed3de,331.368011,0.040000,13.254720
#a347ff,165.215861,0.040000,6.608634
#b2a0fa,220.932056,0.040000,8.837282
#bbb477,268.989530,0.040000,10.759581
#c4809c,231.209178,0.040000,9.248367
#c9b7eb,156.711072,0.040000,6.268443
#ccebb2,967.226331,0.040000,38.689053
#cfcb80,422.376476,0.040000,16.895059
#d0dba7,278.099800,0.040000,11.123992
#d8e3a8,49.316552,0.040000,1.972662
#ebd234,149.351080,0.040000,5.974043
#f2cabf,272.484072,0.040000,10.899363
#fcbf79,0.002005,0.040000,0.000080
#ff270f,240.305413,0.040000,9.612217
#ff61e7,91.780352,0.040000,3.671214
#ff6ee9,1371.432390,0.040000,54.857296
#ff73a1,396.296725,0.040000,15.851869
#ffbe78,452.840945,0.040000,18.113638
#ffc978,417.580753,0.040000,16.703230
#ffcdbd,194.036311,0.040000,7.761452
