slice_index,original_filename,processed_filename,z_coordinate
1,bandicam 2026-08-18 12-39-54-600.png,z_0001_355.000000.png,355.000000
2,bandicam 2026-08-18 12-39-55-564.png,z_0002_356.011811.png,356.011811
3,bandicam 2026-08-18 12-39-56-569.png,z_0003_357.023622.png,357.023622
4,bandicam 2026-08-18 12-39-57-499.png,z_0004_358.035433.png,358.035433
5,bandicam 2026-08-18 12-39-58-497.png,z_0005_359.047244.png,359.047244
6,bandicam 2026-08-18 12-39-59-499.png,z_0006_360.059055.png,360.059055
7,bandicam 2026-08-18 12-40-00-477.png,z_0007_361.070866.png,361.070866
8,bandicam 2026-08-18 12-40-01-415.png,z_0008_362.082677.png,362.082677
9,bandicam 2026-08-18 12-40-02-378.png,z_0009_363.094488.png,363.094488
10,bandicam 2026-08-18 12-40-03-393.png,z_0010_364.106299.png,364.106299
11,bandicam 2026-08-18 12-40-04-349.png,z_0011_365.118110.png,365.118110
12,bandicam 2026-08-18 12-40-05-388.png,z_0012_366.129921.png,366.129921
13,bandicam 2026-08-18 12-40-06-389.png,z_0013_367.141732.png,367.141732
14,bandicam 2026-08-18 12-40-07-286.png,z_0014_368.153543.png,368.153543
15,bandicam 2026-08-18 12-40-08-144.png,z_0015_369.165354.png,369.165354
16,bandicam 2026-08-18 12-40-09-138.png,z_0016_370.177165.png,370.177165
17,bandicam 2026-08-18 12-40-10-101.png,z_0017_371.188976.png,371.188976
18,bandicam 2026-08-18 12-40-11-025.png,z_0018_372.200787.png,372.200787
19,bandicam 2026-08-18 12-40-11-943.png,z_0019_373.212598.png,373.212598
20,bandicam 2026-08-18 12-40-12-959.png,z_0020_374.224409.png,374.224409
21,bandicam 2026-08-18 12-40-13-877.png,z_0021_375.236220.png,375.236220
22,bandicam 2026-08-18 12-40-14-872.png,z_0022_376.248031.png,376.248031
23,bandicam 2026-08-18 12-40-15-850.png,z_0023_377.259843.png,377.259843
24,bandicam 2026-08-18 12-40-16-833.png,z_0024_378.271654.png,378.271654
25,bandicam 2026-08-18 12-40-17-806.png,z_0025_379.283465.png,379.283465
26,bandicam 2026-08-18 12-40-18-869.png,z_0026_380.295276.png,380.295276
27,bandicam 2026-08-18 12-40-19-804.png,z_0027_381.307087.png,381.307087
28,bandicam 2026-08-18 12-40-20-718.png,z_0028_382.318898.png,382.318898
29,bandicam 2026-08-18 12-40-21-687.png,z_0029_383.330709.png,383.330709
30,bandicam 2026-08-18 12-40-28-439.png,z_0030_384.342520.png,384.342520
31,bandicam 2026-08-18 12-40-29-495.png,z_0031_385.354331.png,385.354331
32,bandicam 2026-08-18 12-40-30-485.png,z_0032_386.366142.png,386.366142
33,bandicam 2026-08-18 12-40-31-965.png,z_0033_387.377953.png,387.377953
34,bandicam 2026-08-18 12-40-32-981.png,z_0034_388.389764.png,388.389764
35,bandicam 2026-08-18 12-40-33-886.png,z_0035_389.401575.png,389.401575
36,bandicam 2026-08-18 12-40-34-920.png,z_0036_390.413386.png,390.413386
37,bandicam 2026-08-18 12-40-36-042.png,z_0037_391.425197.png,391.425197
38,bandicam 2026-08-18 12-40-37-141.png,z_0038_392.437008.png,392.437008
39,bandicam 2026-08-18 12-40-38-240.png,z_0039_393.448819.png,393.448819
40,bandicam 2026-08-18 12-40-39-805.png,z_0040_394.460630.png,394.460630
41,bandicam 2026-08-18 12-40-40-832.png,z_0041_395.472441.png,395.472441
42,bandicam 2026-08-18 12-40-41-862.png,z_0042_396.484252.png,396.484252
43,bandicam 2026-08-18 12-40-42-850.png,z_0043_397.496063.png,397.496063
44,bandicam 2026-08-18 12-40-43-879.png,z_0044_398.507874.png,398.507874
45,bandicam 2026-08-18 12-40-44-917.png,z_0045_399.519685.png,399.519685
46,bandicam 2026-08-18 12-40-45-921.png,z_0046_400.531496.png,400.531496
47,bandicam 2026-08-18 12-40-46-941.png,z_0047_401.543307.png,401.543307
48,bandicam 2026-08-18 12-40-47-975.png,z_0048_402.555118.png,402.555118
49,bandicam 2026-08-18 12-40-49-086.png,z_0049_403.566929.png,403.566929
50,bandicam 2026-08-18 12-40-50-133.png,z_0050_404.578740.png,404.578740
51,bandicam 2026-08-18 12-40-51-158.png,z_0051_405.590551.png,405.590551
52,bandicam 2026-08-18 12-40-52-012.png,z_0052_406.602362.png,406.602362
53,bandicam 2026-08-18 12-40-52-916.png,z_0053_407.614173.png,407.614173
54,bandicam 2026-08-18 12-40-53-829.png,z_0054_408.625984.png,408.625984
55,bandicam 2026-08-18 12-40-54-673.png,z_0055_409.637795.png,409.637795
56,bandicam 2026-08-18 12-40-55-512.png,z_0056_410.649606.png,410.649606
57,bandicam 2026-08-18 12-40-56-360.png,z_0057_411.661417.png,411.661417
58,bandicam 2026-08-18 12-40-57-273.png,z_0058_412.673228.png,412.673228
59,bandicam 2026-08-18 12-40-58-177.png,z_0059_413.685039.png,413.685039
60,bandicam 2026-08-18 12-40-59-000.png,z_0060_414.696850.png,414.696850
