color_hex,total_blob_count,total_perimeter_um,total_area_um2
#03fc5a,2322,6416.066601,256.642664
#3184de,944,2124.248331,84.969933
#34ebb1,575,1259.544727,50.381789
#39a389,1184,3205.509611,128.220384
#412c96,285,646.594631,25.863785
#756e50,1233,3422.470481,136.898819
#7a78ff,1413,3441.396191,137.655848
#85150b,1163,3351.163147,134.046526
#87ab52,782,1638.576251,65.543050
#8a4334,274,729.565137,29.182605
#912773,1202,2547.112223,101.884489
#93a0c7,704,1839.009544,73.560382
#962c65,372,837.024569,33.480983
#963521,1132,3630.956623,145.238265
#a11033,388,717.354319,28.694173
#a178ad,3194,8669.430161,346.777206
#a7e8c4,543,1539.807681,61.592307
#b5c5eb,1509,3993.635194,159.745408
#b5eda8,1604,3862.536156,154.501446
#f0ed97,741,1699.081410,67.963256
#fbff00,28,38.999012,1.559960
#fcbf79,1541,3613.084223,144.523369
